escalation_id,ticket_id,from_agent_id,to_agent_id,escalation_reason,escalation_date,escalation_level,resolution_time_hours,is_resolved,notes
343,2106,,37,,2024-01-15,2,33,False,Campaign star phone key too writer upon will.
344,2113,2.0,46,,2024-07-13,3,48,False,Age according technology enjoy ball.
345,2119,9.0,43,,2023-09-27,2,30,True,Notice arrive sport research put night.
346,2122,35.0,50,,2024-05-28,3,32,True,Girl hair sound share production suddenly eat brother.
347,2125,24.0,41,,2024-01-27,2,33,True,Break plant yeah industry maintain to hold possible subject.
348,2132,50.0,5,Customer Dissatisfaction,2024-08-20,2,47,False,Less again future ahead very crime to.
349,2151,29.0,17,,2023-12-14,2,1,True,Evidence significant easy reality base.
350,2159,,33,,2023-07-03,2,47,True,That growth leader bit stage fact career.
351,2161,,37,,2024-04-02,2,42,True,Modern campaign everybody half series pretty seem particular manage successful.
352,2176,37.0,37,,2024-01-03,2,21,True,Policy board likely fine bed claim carry.
353,2179,36.0,16,,2024-11-17,2,7,True,Window appear protect in Mr prepare building.
354,2184,49.0,45,,2024-01-29,2,41,True,Operation total word bring parent wonder.
355,2187,,41,Manager Required,2024-10-08,1,18,True,Involve bed bar around thought president much high return market it.
356,2194,31.0,36,,2024-08-23,2,43,True,Oil environmental back read care area.
357,2207,23.0,24,,2023-12-11,1,7,False,One state a call summer quality everything.
358,2211,15.0,20,,2024-01-22,3,27,True,However should who drop show.
359,2228,1.0,18,,2024-12-05,3,37,True,Present foot lose today too yet husband.
360,2238,3.0,21,Customer Dissatisfaction,2024-09-19,1,31,False,Technology new choose technology lot.
361,2242,48.0,10,,2024-12-05,1,15,True,Out join group American finally soon should.
362,2246,27.0,31,,2024-08-26,1,24,False,Avoid purpose prove notice organization throw throughout.
363,2249,22.0,7,,2024-01-23,2,46,True,They stay music hope Congress hair free case.
364,2250,20.0,2,,2023-07-16,3,47,False,Onto live wife team agent sister rich.
365,2257,,17,,2023-10-23,1,47,True,Action through they forward usually factor.
366,2266,15.0,10,,2023-10-06,3,11,False,Student for certain girl age question program base.
367,2270,45.0,22,,2023-11-07,1,20,True,Glass four for four outside little along news exactly.
368,2274,47.0,15,,2024-01-30,2,40,True,Eight language particularly talk near.
369,2279,,18,,2024-02-03,2,46,False,Inside apply early carry value information career around.
370,2281,11.0,28,,2024-06-18,2,22,False,Character speak start woman nation.
371,2283,8.0,8,Complex Technical Issue,2023-05-17,1,29,False,Safe us view enter bring help rather base green task bank.
372,2286,46.0,42,,2023-10-23,3,6,False,Class game minute voice stuff pretty his issue.
373,2309,31.0,19,,2024-01-14,1,17,True,Various budget second lawyer national together top.
374,2314,13.0,45,,2024-02-18,1,46,True,Investment project think only these economy guess left race far.
375,2326,13.0,45,,2024-05-05,2,26,False,Strategy station friend term issue language.
376,2329,45.0,31,,2023-06-22,1,18,False,Network plant room appear lawyer child on.
377,2355,31.0,33,,2024-09-28,1,48,False,Director simple others live foreign wish trade throw.
378,2366,41.0,21,Complex Technical Issue,2024-10-25,1,17,True,Sell tax sister try under direction.
379,2368,3.0,48,,2023-06-06,1,33,True,Three debate change operation certainly wife go mother like fire.
380,2369,48.0,4,,2024-09-12,3,21,True,If itself reflect floor seven suggest pay model whom response.
381,2380,27.0,49,Security Concern,2024-08-25,1,31,True,Stop better actually actually step drop much reduce.
382,2385,25.0,4,,2024-01-01,3,13,True,Animal usually wall white may yourself.
383,2387,,38,Security Concern,2024-12-03,3,8,True,Stock chance attention area fight standard another popular bring perhaps.
384,2389,35.0,49,,2024-07-01,3,23,True,Trial growth stay nation outside.
385,2390,42.0,20,,2024-01-29,1,1,True,Few economy country plan most once both art approach evening together.
386,2404,3.0,34,Security Concern,2024-10-20,2,5,True,Bag rise run begin practice send.
387,2408,13.0,34,,2024-06-08,2,35,True,Majority cell difficult while candidate step any support pick short.
388,2413,15.0,17,,2023-11-22,3,34,True,Option though simply develop rate citizen kid teach.
389,2417,15.0,16,,2024-09-08,3,45,False,Hot then great guy day government particularly full house husband.
390,2420,30.0,1,Complex Technical Issue,2023-06-26,2,8,True,Whatever kid spring choose raise notice newspaper until various magazine.
391,2424,20.0,29,,2024-02-11,2,29,True,Eight can step although four particular soon table effort.
392,2431,,11,,2023-04-14,1,7,True,Within worker hour order source.
393,2439,35.0,13,,2023-04-24,1,1,True,Lose very go clear from group.
394,2449,1.0,34,,2024-09-25,3,29,True,Director point who glass world record thing.
395,2450,11.0,35,,2024-01-21,3,48,True,Phone sure radio game old south hair son.
396,2458,1.0,8,,2024-08-26,3,44,False,You boy fact shoulder.
397,2459,27.0,10,,2024-09-17,3,39,True,Reflect economic society bag even southern clearly.
398,2470,15.0,8,,2024-12-24,3,44,True,Economy attorney most quite race total gas once whole.
399,2472,19.0,45,,2024-09-08,2,35,True,Option anything heart ball how western open animal.
400,2480,20.0,10,,2024-12-28,1,46,True,Yard always find machine strategy attention.
401,2489,,27,,2024-03-02,2,22,True,Yet common off quite never four exist.
402,2492,6.0,20,,2023-10-04,2,20,False,Choice nice hour name to.
403,2498,37.0,32,,2024-09-26,1,15,True,Role fight maybe success those dinner control image phone reflect.
404,2507,14.0,10,,2023-08-17,1,31,False,Show that alone born black kind fact quality themselves.
405,2538,24.0,8,,2024-02-19,2,20,True,From network authority society conference test nor his including.
406,2542,45.0,4,,2024-12-17,2,39,True,Theory that institution from.
407,2561,49.0,2,,2024-05-02,2,40,True,Edge risk protect personal imagine president go.
408,2563,47.0,8,,2023-03-09,3,47,True,Green soldier voice east hair account future involve institution manage.
409,2567,46.0,30,,2024-07-28,1,33,True,North look painting sometimes effect base company floor before station.
410,2580,1.0,32,,2023-12-14,1,16,False,There enter recent station as find price toward.
411,2592,,39,,2023-05-20,1,3,True,Reality future oil his several.
412,2604,48.0,37,,2024-12-26,3,36,True,Though place contain friend team government source radio.
413,2611,33.0,15,SLA Breach Risk,2024-12-28,3,3,False,Response until politics recent nor.
414,2634,43.0,5,,2024-05-27,2,28,False,Even could inside start professor choice.
415,2635,24.0,24,Customer Dissatisfaction,2024-06-20,1,24,True,Story amount least house source front election black leg month four.
416,2655,42.0,13,,2024-10-15,3,14,True,Everybody itself hard art only walk as break walk.
417,2660,32.0,25,,2023-09-24,3,42,True,Create your so shake make recent collection also easy environment.
418,2662,44.0,36,,2023-05-22,2,34,True,Floor yeah company need put prepare.
419,2667,36.0,1,,2024-02-15,2,16,True,Tax movement billion foreign full professor.
420,2669,20.0,19,,2023-10-16,3,11,False,House around similar manager.
421,2675,,49,,2024-04-22,1,38,True,This everything themselves wind main decide or garden.
422,2697,18.0,45,Security Concern,2024-01-23,3,4,False,Policy cost service usually turn lot.
423,2699,7.0,12,SLA Breach Risk,2023-08-25,2,38,False,Apply role what live television how relate significant pass ok.
424,2700,32.0,47,,2023-07-01,3,38,False,From identify continue believe contain he.
425,2706,29.0,31,,2024-10-29,1,4,True,Pay me magazine brother probably same.
426,2709,26.0,37,SLA Breach Risk,2023-09-05,2,6,False,Back ok generation must member career child certainly.
427,2715,,26,,2024-04-15,1,31,False,Include laugh subject prevent building environment people right.
428,2717,35.0,16,,2024-07-16,1,47,True,Before less boy poor professional response.
429,2722,12.0,21,,2024-06-13,3,43,True,Mr certain present several issue chance serious government up likely.
430,2725,,25,,2024-02-05,3,19,True,Draw camera check full about.
431,2738,36.0,11,,2024-03-05,2,44,True,Different may have various entire reveal.
432,2740,39.0,37,,2024-11-22,2,12,True,Blue stand best leave responsibility value strategy white.
433,2761,,36,,2024-12-25,1,21,True,Example simple each something actually.
434,2763,16.0,18,Security Concern,2023-07-06,1,38,True,Others size hotel almost with.
435,2779,22.0,9,,2023-07-17,2,19,True,Scene child PM star position moment.
436,2786,11.0,1,,2023-10-28,1,12,True,Site why our art party become.
437,2787,41.0,41,Customer Dissatisfaction,2023-06-27,2,24,True,Vote parent their remain.
438,2788,41.0,31,,2023-10-24,3,35,True,West expert record enough find interest management within social pick top.
439,2793,12.0,45,Manager Required,2023-10-09,1,13,True,Within nature ask house series road full natural drug commercial.
440,2797,18.0,18,,2024-08-05,2,21,True,Become gun poor buy girl onto realize.
441,2798,,47,,2024-10-09,1,15,True,Analysis option nation security product kid case past understand.
442,2799,23.0,1,,2024-04-19,1,17,True,No individual moment her understand choice customer project kitchen lawyer.
443,2805,19.0,33,,2023-09-03,3,35,True,Ball could among whole should short experience.
444,2821,37.0,30,,2024-06-22,2,21,True,Job though mind site close set.
445,2823,6.0,4,,2024-08-31,2,20,True,Truth couple star deal sport leave television rather the.
446,2826,36.0,13,,2024-04-09,3,35,True,Dream home form network into travel for understand oil.
447,2830,18.0,44,,2024-02-16,3,40,True,Tonight senior experience serve many.
448,2832,16.0,15,,2024-12-15,3,39,True,Wait magazine morning next itself find single sport interview.
449,2838,34.0,39,,2024-11-11,2,28,True,Around national adult join evening husband line.
450,2841,9.0,15,,2024-04-21,3,42,True,Magazine imagine owner pick tell old able.
451,2844,4.0,9,,2024-01-06,2,5,False,Truth carry no suddenly personal recently cultural.
452,2858,12.0,5,,2024-01-21,3,11,True,Scientist laugh spend onto thus find make.
453,2860,10.0,32,,2024-02-01,2,21,True,Record assume cover increase price those decision always moment job.
454,2863,31.0,38,,2024-03-28,1,12,True,Prevent card tree recently available.
455,2866,35.0,49,,2024-09-25,2,27,True,Hundred executive especially court discuss.
456,2868,20.0,4,,2024-10-29,3,34,True,Six public unit sound agency your majority by job.
457,2869,4.0,21,Customer Dissatisfaction,2023-12-02,1,23,True,Very peace six say fly radio money free level.
458,2870,50.0,9,,2024-09-24,3,48,True,Administration what natural opportunity back industry detail always past.
459,2875,24.0,5,Vendor Issue,2024-09-09,2,42,True,Most sit computer must leave late.
460,2880,7.0,14,,2024-10-11,3,18,True,Inside watch general blue sell sea shoulder art common.
461,2882,15.0,47,Complex Technical Issue,2024-04-24,1,41,True,Name good general property beat of success street worry want.
462,2884,18.0,26,,2024-01-03,2,6,True,Democratic six control they forget explain tax.
463,2886,16.0,27,Manager Required,2024-05-24,3,15,True,Consider respond face me accept position.
464,2888,17.0,35,,2024-02-20,1,45,True,Against music show visit car affect sea more.
465,2890,29.0,25,,2024-08-12,3,31,True,Red a crime knowledge it.
466,2891,20.0,40,,2024-02-09,1,24,True,Game hair spend film candidate.
467,2900,15.0,4,,2023-11-11,3,47,True,Manage surface say affect north member cause understand.
468,2903,23.0,8,,2024-08-29,3,1,True,Dinner likely job why race truth.
469,2910,9.0,8,,2024-01-30,3,18,True,Me house trouble seven skill left too.
470,2923,7.0,26,,2023-10-28,1,9,True,Candidate cup seven life stage movement loss boy.
471,2934,16.0,20,Security Concern,2024-03-08,1,33,True,Know sometimes every paper many necessary.
472,2947,3.0,26,,2024-06-05,2,23,True,Well resource author yes more.
473,2948,6.0,18,Complex Technical Issue,2024-10-20,2,32,True,Nice may fly more almost free fast could.
474,2949,4.0,25,,2024-05-23,3,30,False,Effect late building house property spring represent end month majority.
475,2952,3.0,21,,2023-12-01,2,47,True,Out seat lead anyone government class number beyond sound interest.
476,2953,21.0,6,Complex Technical Issue,2023-11-02,2,36,True,Member trade edge produce entire.
477,2955,,50,,2024-08-13,3,17,True,Left heart nor about significant day increase yard place plan general.
478,2977,15.0,30,,2023-10-11,2,1,True,Specific sign research pressure business fire mind from nearly space.
479,2983,18.0,37,,2023-08-12,1,46,False,Along mean citizen including along early what camera event share those.
480,2990,26.0,35,,2023-06-19,2,23,True,Pick citizen carry cell strategy.
481,2997,30.0,46,,2024-11-07,1,13,True,Idea since bar home lay protect.
482,3000,14.0,36,,2024-11-03,2,14,True,Education box newspaper citizen six write.
483,3010,,21,,2024-08-05,2,15,True,Modern actually state establish one social attorney base.
484,3011,48.0,14,,2024-11-10,1,41,True,Concern give teach challenge network seven development speak.
485,3012,37.0,31,,2024-05-25,3,44,True,Environment would stand once own explain enough any amount.
486,3017,44.0,33,,2023-12-11,1,1,True,Teacher anything others bar culture upon administration.
487,3028,29.0,44,,2024-12-12,2,34,True,Suddenly Mrs issue including someone page government.
488,3036,24.0,15,,2024-01-15,3,24,False,Strategy bill identify provide fine way message.
489,3040,,2,,2024-11-29,2,29,True,Today head read watch.
490,3048,14.0,18,,2023-09-07,2,34,True,Store door those election half offer bill itself choice dark information.
491,3072,34.0,22,Manager Required,2023-08-13,1,30,False,Compare whether unit degree under again can become back.
492,3080,34.0,44,SLA Breach Risk,2024-06-14,3,37,True,General message coach able meet.
493,3101,32.0,35,,2024-09-05,1,9,True,Professional return company along force along movement.
494,3106,21.0,32,,2024-10-22,1,10,True,Along hope unit not commercial respond skin conference structure beyond.
495,3110,16.0,23,,2024-11-18,3,34,True,Why hand off star country.
496,3113,27.0,37,,2024-07-20,3,25,True,Apply their deal PM reflect war city above program.
497,3115,24.0,35,,2024-08-01,3,44,True,Long enough job success north range try successful.
498,3116,,28,,2023-10-27,3,43,True,Way team by issue bit yeah shoulder drug sign.
499,3117,24.0,45,,2024-09-10,1,19,False,Forget alone eight report hit baby note.
