ticket_id,customer_id,assigned_agent_id,product_id,category_id,priority_id,status_id,subject,description,created_date,resolved_date,last_updated,first_response_date,resolution_time_hours,response_time_hours,customer_satisfaction,is_escalated,escalation_reason,tags,source
126,3646,14.0,2,3,4,4,Maybe central with debate what strategy.,Size staff never. Major lose easy fund from between piece.,2023-08-08,,2024-03-06,2023-08-08,,0.0,4.0,True,,"rock, billion",API
127,124,15.0,1,8,5,6,Deal good board describe material mother artist put.,Throw statement magazine room. Local student civil leave detail. Church lot executive.,2024-08-26,2024-08-27,2024-10-26,2024-08-26,24.0,0.0,3.0,False,SLA Breach Risk,"song, whom",Social Media
128,4641,37.0,8,7,1,5,Build price fire activity.,Order cut dark air not. Artist guy possible star must social loss along.,2023-03-14,,2024-03-26,,,,2.0,False,,"teach, decision",Portal
129,4888,39.0,2,7,4,2,Almost success ten such information.,Save thought significant your. Nation age admit economic agreement former time real. Parent mouth room nature arm particular camera.,2023-08-28,2023-09-10,2024-12-12,,312.0,,,False,Vendor Issue,"amount, former",Social Media
130,739,50.0,10,1,5,1,Total education weight reduce season another every suddenly perform fear.,Moment entire could sense chance Republican happen money. Degree question model. Whether institution early share realize oil attorney common. Stop capital rise mother yeah like language.,2023-02-21,2023-03-19,2024-10-15,2023-02-21,624.0,0.0,4.0,False,Customer Dissatisfaction,"ever, room",Social Media
131,1101,,7,8,1,5,Government cut us mind late five positive everything long radio.,Born west campaign those international approach create road. Card may space down partner coach. Various financial eye else no effort.,2023-06-22,,2024-10-05,2023-06-22,,0.0,1.0,False,,"draw, picture",Email
132,3633,14.0,8,5,4,4,Follow back contain eat study box still pull magazine professor.,Series realize economic member require. Very beat itself.,2023-12-30,2024-01-06,2024-03-22,2023-12-30,168.0,0.0,4.0,True,,"mean, student",API
133,3067,13.0,7,7,2,7,Learn voice quite race free lot window population fear possible area.,System against number soon after. Smile black science consumer.,2024-06-01,2024-06-14,2024-11-01,2024-06-02,312.0,24.0,,False,,"reflect, its",Email
134,1319,45.0,1,5,4,1,Whatever action black officer care director section trade note.,As forget guess game medical authority when. Real along agent actually place decision.,2024-01-10,2024-02-04,2024-11-26,,600.0,,,False,Complex Technical Issue,"decade, decision",Chat
135,4581,42.0,5,8,5,6,Central bar plant fact organization result value however daughter.,Report use simply both some exactly. Address pick pull conference. Action until president shake.,2023-10-29,2023-11-19,2024-01-28,2023-10-30,504.0,24.0,,False,,"guess, western",Phone
136,3158,11.0,1,3,3,3,After likely get foot nature crime wall relationship art.,Not fill pretty true need seem left.,2023-03-03,2023-03-11,2024-03-12,2023-03-04,192.0,24.0,4.0,False,,"machine, our",Chat
137,1894,44.0,3,1,3,2,Message population suddenly little could source we.,Care firm another save continue about. Own above know because system impact employee.,2024-10-30,,2024-12-21,2024-10-30,,0.0,5.0,False,Customer Dissatisfaction,"natural, behind",Email
138,2936,25.0,3,8,5,6,Program form main student exactly military name relate.,Their finally summer Mrs heart. Laugh cover economy yet oil. Great establish standard writer. When Republican job act family sing interest relationship.,2023-09-25,,2024-11-11,2023-09-26,,24.0,1.0,False,,"will, should",API
139,561,50.0,6,2,1,2,Go alone political upon wait consider exist same fall church my.,Wrong list name catch indicate item day. Read him reality pretty.,2023-05-07,2023-05-08,2023-12-06,2023-05-09,24.0,48.0,3.0,False,,"budget, on",Portal
140,3494,,9,3,3,6,Off network skill form school sell.,Image light program later between. They sign ago anything about so defense eight. Billion market television create. Bank national southern expert us quality.,2024-04-29,2024-05-05,2024-12-04,2024-04-30,144.0,24.0,5.0,False,,"along, address",Social Media
141,3089,40.0,10,4,4,1,Current shake above story kind power wide natural bill.,Environment western play should catch natural feel. When so law myself check TV movie.,2023-11-23,,2024-11-10,2023-11-23,,0.0,5.0,False,,"language, we",Email
142,2157,14.0,4,3,4,3,Involve carry color most throw television.,President green discuss turn coach answer style. Everyone husband itself black. If student friend like he.,2024-05-04,2024-05-22,2024-08-24,2024-05-04,432.0,0.0,2.0,False,Vendor Issue,"information, garden",Phone
143,3218,48.0,9,8,3,4,Unit evening best edge past entire bar career exactly agency.,Second spend stock physical already administration guy camera. Yet science door local. Record help owner have lawyer window.,2024-09-10,,2024-09-17,2024-09-11,,24.0,1.0,False,,"hundred, school",Chat
144,3314,44.0,2,1,4,2,Rule here event tough executive argue lose floor social Mr case.,News reason structure certainly. Community trial member newspaper owner big campaign. Adult also we third.,2024-04-15,,2024-06-21,,,,,True,,"picture, who",Email
145,3427,19.0,6,1,4,4,Game recently close unit party.,Store ability environmental morning always. Machine effect I let explain mouth. Behavior high land law.,2023-06-17,2023-07-14,2023-11-04,2023-06-18,648.0,24.0,5.0,False,Security Concern,"finally, first",Portal
146,3881,3.0,1,7,5,4,Continue say should bit not science often inside race.,Treatment enjoy water value. Arrive early contain accept me. Customer serious page here important guess. Probably right speech upon.,2023-10-08,2023-10-30,2024-11-14,2023-10-08,528.0,0.0,2.0,False,SLA Breach Risk,"half, appear",API
147,3537,15.0,7,3,3,4,Yourself describe action money back worry administration public wonder.,Center maybe must new Republican. Language least listen believe rock.,2023-08-03,2023-08-12,2024-10-12,2023-08-03,216.0,0.0,4.0,True,,"upon, prevent",Portal
148,4534,20.0,1,1,5,2,State process because hotel ever raise raise material important where.,Strategy blood shoulder study meet room until. Bad close bed factor amount camera.,2023-09-17,2023-10-15,2023-12-09,2023-09-18,672.0,24.0,,False,,"house, hospital",Social Media
149,1371,49.0,2,8,1,5,South blood fund thank animal center strong.,Not send happy poor center cost. May box list tonight. Resource deep make loss moment.,2023-11-03,2023-11-23,2024-06-13,2023-11-04,480.0,24.0,2.0,False,,"travel, top",Social Media
150,4916,,2,2,1,3,Whole reason room capital help open woman.,Three brother whose professional leader.,2024-08-14,2024-08-17,2024-12-08,2024-08-14,72.0,0.0,4.0,False,,"international, ten",Social Media
151,1682,27.0,10,8,3,5,Relate also this entire single participant foreign.,You mission beat gun try. Animal successful central major treat many high discuss. Gun amount ten executive.,2023-04-18,,2024-10-23,2023-04-19,,24.0,1.0,True,Complex Technical Issue,"push, reason",Portal
152,959,49.0,6,4,1,7,Seven beyond field where the baby their including.,Reduce more agency. Such simply much result trouble management seem.,2024-11-04,2024-11-29,2024-11-09,,600.0,,3.0,False,,"share, degree",Phone
153,2155,1.0,1,1,5,6,Bring still free world attorney issue develop try.,Late manage pressure if draw world star above. Meeting site model Mrs food.,2023-10-06,2023-10-15,2024-02-20,,216.0,,1.0,False,,"spend, toward",Email
154,4035,14.0,4,1,4,7,Save fast your second she marriage step girl.,Discover page suggest. Parent garden just understand population administration smile.,2023-09-07,2023-09-08,2024-07-07,,24.0,,1.0,False,,"performance, stuff",Phone
155,1625,4.0,2,6,2,5,Could beautiful black eat system wind travel them.,Professional black color that. Worry stock cause be. Center fire discuss from magazine ok my.,2023-07-16,2023-07-16,2023-12-29,,0.0,,,True,,"near, heavy",API
156,2490,1.0,10,7,4,4,Police beautiful sit company partner true.,Break then science. Media government consider everything.,2023-01-03,2023-01-27,2024-05-01,2023-01-03,576.0,0.0,3.0,False,,"just, need",Social Media
157,3257,22.0,3,6,1,2,Strong feeling rich save but require seek story.,Stage window in ask task when skill. City west reveal candidate.,2023-06-12,2023-06-30,2024-03-12,2023-06-13,432.0,24.0,,False,,"appear, return",API
158,1927,23.0,1,8,5,7,Work laugh ask as become feeling.,Cell person including audience that upon design picture. Red how college rule. Yard civil impact machine girl official bar treatment.,2024-03-22,2024-04-07,2024-12-13,,384.0,,,True,,"section, assume",Chat
159,2134,41.0,2,3,4,5,Gas modern professional car poor policy leader maybe there.,Manager eight ball wear. Investment recognize air according degree.,2023-12-26,2024-01-12,2024-11-12,,408.0,,,False,,"gun, above",Portal
160,3851,45.0,8,8,2,6,Couple board you agree increase.,Purpose left travel. Gas prove line front such from then. Must report town speech now among enough.,2023-08-15,2023-09-07,2024-06-05,2023-08-16,552.0,24.0,1.0,False,,"face, protect",Email
161,354,18.0,4,7,2,7,Big door bring maybe draw American sort section rather point.,Inside bill the plant just floor. Poor require process campaign. Over foot decision fly weight a research.,2024-06-10,2024-06-18,2024-07-01,,192.0,,,False,Complex Technical Issue,"popular, responsibility",Portal
162,4340,22.0,8,6,3,7,Increase manage foot operation man work act.,With newspaper half sort try nature. Successful as sell raise special four. Most own matter themselves.,2023-11-21,2023-11-29,2024-06-19,,192.0,,3.0,False,,"itself, specific",API
163,3117,25.0,7,4,3,6,Notice develop quality law boy particularly feeling lot might sing want.,Great structure fish response window.,2024-10-09,,2024-11-05,,,,,False,Manager Required,"chance, country",Social Media
164,2642,39.0,2,3,4,3,Cover any will side executive.,Worry whatever push wind pass. Nice born add show provide miss require lot.,2024-03-10,2024-03-18,2024-11-07,,192.0,,4.0,False,,"side, industry",Email
165,3200,5.0,3,2,1,1,Drive third fact specific charge quickly over.,Model into performance include last. Sound now with rate. There hair song finish.,2024-03-25,,2024-03-25,2024-03-25,,0.0,3.0,False,Vendor Issue,"activity, organization",Phone
166,3915,50.0,5,8,2,4,Right develop leader must page issue bank nearly return.,Difficult job pay ground.,2024-12-23,2025-01-10,2024-12-26,2024-12-23,432.0,0.0,2.0,True,,"across, turn",Chat
167,2352,15.0,3,7,5,6,Report determine exactly hit anything effect.,No data mouth clearly hear. To actually coach artist.,2023-09-21,2023-10-05,2024-09-14,,336.0,,4.0,False,Complex Technical Issue,"happy, within",Portal
168,2063,26.0,5,7,2,7,Teacher green easy project either determine attorney dinner anything.,Maybe popular movie second.,2023-08-27,2023-09-05,2024-11-01,2023-08-27,216.0,0.0,,False,,"cost, soldier",Phone
169,2714,11.0,2,4,3,7,Particular through drop happen huge.,Help activity born left. Camera recognize increase spring. Moment hundred reveal how hundred wife.,2024-04-19,2024-05-14,2024-07-03,,600.0,,2.0,False,Customer Dissatisfaction,"employee, question",API
170,1520,19.0,9,1,5,4,Entire clear wish end industry question dog.,Draw art care painting body travel. Continue degree air still history into around. Around fine work again very food.,2024-08-09,2024-09-07,2024-10-03,2024-08-09,696.0,0.0,4.0,True,,"indeed, later",Phone
171,1159,30.0,5,5,5,6,No level organization tax policy culture beat left charge.,Professional color mention place. Seem quite break only reach less anything drop. Public most yet citizen fact government spring.,2024-03-25,2024-04-17,2024-09-06,,552.0,,1.0,True,,"test, learn",Phone
172,644,19.0,5,2,2,7,Customer fall receive home teach degree good.,Hotel throughout have drive admit. Price first seem without ground kind. Half ahead lead near science trade.,2023-05-01,2023-05-23,2024-12-29,2023-05-02,528.0,24.0,,False,Customer Dissatisfaction,"scene, along",Phone
173,1779,15.0,5,6,1,3,Soldier lose product nation do rest parent throw head run.,Reason involve drug type work full physical.,2023-04-12,,2024-03-07,2023-04-12,,0.0,,False,,"voice, hope",Phone
174,4398,36.0,9,8,4,1,Second shoulder hair usually common suffer region total red trial everyone.,Run drug show. Despite trip measure point air young air popular.,2023-01-21,2023-01-30,2023-07-09,2023-01-22,216.0,24.0,3.0,False,,"style, charge",Phone
175,2643,6.0,7,5,5,5,Third power carry option matter data play music.,Take probably lawyer. Child seek about action opportunity.,2023-06-23,2023-06-28,2024-11-30,,120.0,,4.0,False,,"allow, build",Chat
176,4726,7.0,9,8,4,5,Discuss turn idea law condition society on.,Model their big six. Build month pretty mind machine. Yes surface majority sea.,2023-06-01,2023-06-22,2024-03-08,2023-06-01,504.0,0.0,5.0,False,,"nature, set",Portal
177,4447,10.0,3,3,5,2,Account front than including red effort clearly suddenly.,Deal teach lead. Price community foreign certain respond development environmental story. Training through mouth couple.,2024-04-13,2024-04-18,2024-07-25,2024-04-14,120.0,24.0,,False,,"national, born",Phone
178,2623,45.0,4,4,4,4,Guy two especially chair main mean serious air.,Let natural situation including born ahead. Article month story fear evidence.,2023-10-07,,2024-11-21,2023-10-07,,0.0,,True,,"see, cultural",Phone
179,4751,45.0,2,3,5,6,Notice side very everybody story worker identify.,House head up medical. Lose collection explain first minute per.,2023-09-28,2023-10-17,2024-08-22,2023-09-28,456.0,0.0,,True,,"pass, happen",Email
180,931,34.0,9,3,4,7,Onto mission south wind might medical edge state teach.,Guess matter hold generation man. Evening type everything truth here.,2024-10-23,2024-10-26,2024-12-22,2024-10-23,72.0,0.0,,False,,"section, up",Portal
181,469,20.0,1,4,5,7,Learn glass no many our control instead.,Apply nature soldier third. Student economic like accept. Least role create hair seem. Interesting exactly second of between open once resource.,2023-08-12,,2024-09-20,2023-08-13,,24.0,,False,,"late, out",Email
182,4254,34.0,5,2,3,5,Act drop affect peace expert seat arm.,Rest wall president. Already contain our reality teach never dark along.,2023-06-11,2023-07-01,2024-09-28,2023-06-11,480.0,0.0,,False,Customer Dissatisfaction,"tough, from",Social Media
