opportunity_id,customer_id,rep_id,product_id,opportunity_name,stage,status,value,probability,expected_value,created_date,close_date,last_activity,competitor,decision_criteria,next_steps
140,3842,5,12,Deal with Sanchez LLC,Negotiation,Open,488458,13,63499.54,2023-06-03,2023-11-03,2023-06-10,In-house,Phone behavior economic tend international require space.,Laugh treat small at entire fine opportunity.
141,23,1,9,Deal with Bradford-Jenkins,Closed Won,Proposal Sent,74372,64,47598.08,2023-04-19,2024-03-16,2023-12-18,Competitor B,Personal building forward imagine small on teacher could tree exactly.,Role between party dog remember bag.
142,2881,42,12,"Deal with Daniels, Barnes and West",Closed Lost,Open,291289,56,163121.84000000003,2024-03-16,2025-02-04,2024-07-05,Competitor C,Stuff law health or pull particular reflect above case song.,In edge carry keep.
143,2001,5,3,"Deal with Terry, Jackson and Price",Closed Lost,Open,17217,57,9813.689999999999,2024-03-31,2025-03-02,2024-04-17,Competitor A,Green material to sign still peace.,Loss family service control.
144,495,35,8,Deal with Armstrong-Hill,Prospecting,Closed Lost,137205,90,123484.5,2023-07-02,2023-10-15,2024-06-22,Competitor A,Perform Mrs something again woman do.,Law movie keep ask.
145,139,9,11,"Deal with Parker, Howard and Mitchell",Negotiation,Closed Won,288461,47,135576.66999999998,2023-10-09,2024-05-31,2024-07-27,In-house,Growth security hear visit certainly seat ago continue.,Outside station task born like.
146,2448,34,7,Deal with Adams-Alexander,Prospecting,Negotiation,81718,28,22881.04,2023-05-12,2024-04-12,2024-09-23,In-house,Carry scientist help industry serve subject pull.,Expert set lead add loss.
147,700,32,8,Deal with Sandoval LLC,Closed Won,Closed Lost,162506,14,22750.840000000004,2023-03-26,2024-01-28,2023-11-07,Competitor B,Within big size house lead central within magazine natural political.,Perhaps possible catch then company help.
148,1931,19,10,"Deal with Walker, Snyder and Rivera",Qualification,Closed Won,418474,76,318040.24,2023-11-29,2024-09-22,2024-01-19,Competitor A,Tell within while and including more I especially.,Produce change financial once bit bit.
149,792,17,12,"Deal with Hickman, Murray and Wyatt",Negotiation,Qualified,389163,68,264630.84,2023-07-04,2023-10-19,2024-08-19,In-house,Name camera growth wall money.,Drug base old worry material.
150,3921,2,11,Deal with Stewart Group,Qualification,Closed Won,269541,36,97034.76,2023-04-05,2023-07-09,2023-12-17,Competitor B,Strong deep forget him serious official young action technology.,Marriage career appear free.
151,170,17,9,"Deal with Miller, Lewis and Hayes",Negotiation,Qualified,372217,55,204719.35,2023-08-06,2023-10-24,2023-11-30,Competitor C,Contain energy push lead coach place wide peace.,Lay what night everybody item run.
152,2140,18,10,Deal with Butler-Higgins,Negotiation,Closed Lost,122061,60,73236.59999999999,2024-07-29,2024-09-15,2024-09-01,Competitor B,Address buy read you share section event property.,Recent its general interest couple especially discussion.
153,2758,27,3,Deal with Wells PLC,Closed Won,Qualified,18625,37,6891.25,2023-05-03,2023-07-19,2024-04-18,None,Author top and might give development girl or consumer.,Recognize interesting not.
154,381,29,7,Deal with Walker Group,Proposal,Open,125538,82,102941.15999999999,2023-12-13,2024-05-07,2024-02-07,Competitor A,Great responsibility produce ball watch run themselves.,Lead receive what next address state big.
155,2955,9,6,Deal with Mullins and Sons,Proposal,Closed Lost,471031,78,367404.18,2023-12-06,2024-02-29,2024-07-31,In-house,Stand owner book tend maintain serious help cultural tend citizen.,Enter west have population.
156,3760,47,6,"Deal with Miller, Allen and Taylor",Closed Won,Open,214893,12,25787.16,2023-07-17,2024-02-17,2024-02-29,None,Politics room my cultural front sign director subject.,Identify actually remain wonder security hundred.
157,4287,45,4,Deal with Mitchell Group,Qualification,Proposal Sent,276516,49,135492.84,2023-09-24,2024-08-13,2024-05-22,Competitor C,Agreement him eight white with.,Time range along by.
158,1740,18,10,Deal with Gutierrez Ltd,Proposal,Closed Lost,375407,17,63819.19,2023-07-08,2024-05-16,2023-12-10,Competitor B,Hospital real forward eat everyone.,Whole view soldier resource believe anything image.
159,4793,9,8,Deal with Smith-Baker,Prospecting,Negotiation,85871,64,54957.44,2023-12-24,2024-11-20,2024-12-04,In-house,Attack soldier which just watch hand.,System interview able father say only.
160,447,21,12,Deal with Dominguez-Elliott,Negotiation,Closed Lost,223362,58,129549.95999999999,2023-01-07,2023-12-25,2023-03-14,Competitor C,Scene happen husband fly study thousand culture.,Sign writer hard hope say trouble.
161,2985,39,3,"Deal with King, Holmes and Jackson",Qualification,Closed Lost,199302,88,175385.76,2023-07-23,2024-03-04,2024-07-23,Competitor C,Left foot performance agree example.,Wife sport six lot many mean third.
162,2125,48,12,"Deal with Collins, Clark and Neal",Closed Lost,Proposal Sent,100014,22,22003.08,2023-12-06,2024-04-04,2024-11-12,None,Market leg others player kind dark certainly wide.,Despite note type white give party high.
163,2730,35,12,"Deal with Livingston, Jensen and Manning",Closed Lost,Closed Lost,159614,29,46288.06,2023-03-08,2023-10-21,2024-02-03,None,Television carry sense plant my.,Certainly collection minute develop someone month.
164,74,16,9,"Deal with Peterson, Cox and Simmons",Closed Lost,Open,118046,24,28331.039999999997,2023-08-17,2024-05-27,2024-03-15,Competitor A,Social let rather college western early perform interview apply agree.,Reflect development chance wish usually.
165,2202,47,5,Deal with Sullivan-Ward,Closed Won,Proposal Sent,406345,78,316949.10000000003,2023-07-23,2023-09-16,2024-11-24,Competitor B,Just must maintain close something major everything participant.,Commercial would apply threat by name.
166,264,24,4,Deal with Morris Group,Qualification,Qualified,147390,90,132651.0,2024-06-22,2024-12-16,2024-07-06,None,Occur in hard sister moment.,Every forward knowledge.
167,758,26,7,Deal with Diaz-Franklin,Closed Lost,Closed Lost,225699,58,130905.42,2023-09-15,2024-04-24,2024-03-11,None,Art travel expert should message yes strong production ten.,From follow involve kid draw pass situation.
168,1005,36,5,Deal with Garcia-Jackson,Closed Lost,Negotiation,85226,23,19601.98,2024-03-07,2024-07-02,2024-12-16,Competitor A,Too space have sit sign actually church.,Tv yard practice short appear.
169,2434,35,11,Deal with Perez-Morgan,Closed Won,Proposal Sent,368817,19,70075.23,2024-12-22,2025-11-05,2024-12-29,In-house,Action herself walk so career.,Discussion tax above trip wind ten economy.
170,3227,27,9,"Deal with Williams, Miller and Khan",Prospecting,Closed Lost,403715,77,310860.55,2024-12-02,2025-02-27,2024-12-21,Competitor A,Table after cup move best life draw campaign participant rest.,Another direction a with return forget.
171,523,36,10,Deal with Roberts Inc,Negotiation,Closed Won,107189,75,80391.75,2023-12-19,2024-09-13,2024-05-08,In-house,News travel wait despite agree.,Sell four student according.
172,1715,45,9,"Deal with Thompson, Taylor and Brown",Prospecting,Negotiation,273023,84,229339.31999999998,2023-07-26,2024-01-10,2024-08-23,None,Cut media see all challenge budget lay perform throughout speak.,Give author husband owner available special three.
173,2169,9,3,Deal with Lyons-Elliott,Negotiation,Proposal Sent,400098,55,220053.90000000002,2024-03-17,2024-10-15,2024-07-25,In-house,Consider whose under level most situation.,Here main world executive.
174,3402,35,11,"Deal with Williams, Brown and Schmidt",Proposal,Qualified,76490,53,40539.700000000004,2024-06-16,2025-01-14,2024-11-13,None,Responsibility growth herself protect yes first office place similar.,Rest act physical final do.
175,337,3,5,Deal with Garcia-Smith,Proposal,Closed Won,406984,23,93606.32,2023-08-21,2024-02-14,2024-12-18,Competitor A,According they idea day there seat shake.,Reason growth first couple.
176,665,25,1,Deal with Montoya-Turner,Proposal,Open,388638,25,97159.5,2023-07-03,2023-09-04,2024-10-16,None,According child answer process letter resource small.,Process score reach yard wind a.
177,2141,11,6,Deal with Landry-Bryan,Closed Won,Qualified,90984,15,13647.6,2024-04-08,2024-11-09,2024-10-22,In-house,Mind mention between list practice letter world.,Leg west run adult if response.
178,2978,1,8,"Deal with Boyd, Bennett and Sullivan",Closed Lost,Qualified,257722,57,146901.53999999998,2024-10-11,2025-10-04,2024-10-23,Competitor C,Give seven low around adult leave small wind agreement.,Pick pull door recently note generation.
179,802,17,8,"Deal with Perez, Rodriguez and Baker",Closed Lost,Closed Won,190254,89,169326.06,2024-03-31,2024-11-27,2024-09-28,None,Imagine window defense hold newspaper.,Far possible news individual.
180,4829,13,10,"Deal with Carrillo, Bartlett and Taylor",Negotiation,Qualified,70832,14,9916.480000000001,2023-09-26,2024-04-16,2024-12-12,In-house,Possible book decision approach lose item.,Talk notice environment himself.
181,4959,50,3,"Deal with Myers, Sloan and Smith",Prospecting,Closed Won,435594,53,230864.82,2023-10-16,2024-04-18,2024-11-13,In-house,Exactly direction agent exist action so physical young industry.,Eye bar general site peace season opportunity success.
182,4004,11,9,Deal with Morgan Group,Prospecting,Closed Lost,182547,79,144212.13,2024-10-12,2025-01-21,2024-12-22,Competitor A,Word eat success one conference nearly.,War air everyone edge sister bit agree keep.
183,909,38,6,Deal with Hammond and Sons,Closed Won,Open,442427,45,199092.15,2024-05-29,2024-09-14,2024-08-20,Competitor B,Everything argue second because hundred statement organization and easy.,Beyond right focus treat our tax.
184,1711,47,11,"Deal with Gomez, Bowen and Summers",Negotiation,Proposal Sent,165650,77,127550.5,2023-04-03,2024-01-19,2023-06-26,Competitor A,Middle table great book we design well.,Anything almost live plant around decision very.
185,526,18,10,Deal with Manning Ltd,Closed Won,Closed Lost,306989,81,248661.09000000003,2024-05-02,2025-01-31,2024-10-21,Competitor C,Issue rest example apply center.,Sea item than join early car middle.
186,3153,11,11,"Deal with Roberts, Caldwell and Foley",Negotiation,Closed Lost,176927,65,115002.55,2023-01-24,2023-03-16,2023-06-24,Competitor B,Hear look sister its never whole alone.,Notice he life.
187,126,19,3,"Deal with Bell, Johnston and Collins",Closed Lost,Closed Won,273873,61,167062.53,2024-10-16,2024-11-26,2024-10-23,In-house,Door eight physical world.,Clear data several.
188,2897,2,10,Deal with Velez and Sons,Closed Won,Closed Lost,120788,85,102669.8,2023-07-07,2023-11-02,2023-10-12,None,Instead whatever price during often reality one character provide.,Sign carry check staff both.
189,1299,8,4,Deal with Perkins-Becker,Proposal,Negotiation,25475,20,5095.0,2024-07-14,2024-11-09,2024-09-20,None,Interview discussion sometimes president Congress.,Attorney go respond hear board.
190,854,44,11,Deal with Lee LLC,Closed Won,Qualified,317427,58,184107.65999999997,2024-04-30,2024-10-10,2024-07-17,Competitor C,Mr series fine too reveal learn old.,Mention so explain write key.
191,2506,32,1,"Deal with Robinson, Bennett and Thompson",Prospecting,Open,270299,89,240566.11000000002,2023-12-13,2024-10-04,2024-12-08,None,Future evening pattern light unit into discuss anyone lay.,Thought suggest such throw stay.
192,3019,27,9,"Deal with Monroe, Garcia and Anderson",Qualification,Negotiation,74493,55,40971.15,2023-06-04,2024-04-28,2024-09-20,Competitor B,Marriage point major speech police section picture.,Manager kid statement control green central.
193,4483,1,10,"Deal with Miller, Johnson and Patton",Negotiation,Qualified,10125,85,8606.25,2023-01-14,2023-05-22,2024-05-22,Competitor C,Since seat return should parent in.,Blue road hundred.
194,3801,43,2,Deal with Salazar LLC,Closed Won,Proposal Sent,15659,30,4697.7,2024-05-20,2025-01-13,2024-07-05,Competitor B,Election show offer kind.,Remember answer star develop describe most maintain.
195,3880,5,4,Deal with Fox-Morgan,Prospecting,Open,382145,77,294251.65,2024-11-06,2025-10-30,2024-11-27,In-house,Program statement respond inside to often above voice people because.,Pay bed interview class measure up.
196,4819,39,9,"Deal with Santiago, Eaton and Jackson",Closed Won,Closed Won,102912,55,56601.600000000006,2023-05-13,2023-08-09,2024-10-15,None,Behavior age western between collection manage turn participant include.,None operation field bad table themselves because talk.
197,4090,39,5,Deal with Diaz-Gregory,Prospecting,Negotiation,319188,52,165977.76,2023-06-30,2024-05-06,2024-02-13,Competitor A,Type piece in teach little win relate trip.,After so phone draw half man four.
198,2708,9,12,Deal with Sanders-Hayes,Closed Lost,Qualified,148381,13,19289.530000000002,2024-04-15,2025-02-21,2024-06-22,Competitor B,Million option boy price indeed talk significant your player blue.,Standard question entire coach consumer science middle.
199,4014,19,8,Deal with Allen Ltd,Negotiation,Qualified,435294,31,134941.13999999998,2023-06-27,2023-08-15,2024-05-15,In-house,To head general place material down person which stage what.,Will life candidate picture truth difference big.
200,3190,21,10,Deal with Barnett-Luna,Closed Won,Open,81266,65,52822.9,2023-07-28,2023-12-19,2024-04-08,Competitor A,Get across skin stage Mr traditional raise reality.,These top bar second impact.
201,433,28,12,"Deal with Powell, Anderson and Glover",Qualification,Closed Won,151582,59,89433.37999999999,2024-07-05,2025-01-20,2024-08-24,Competitor C,Oil plant several herself class manager trouble various car.,Condition country out crime.
202,2738,9,2,Deal with Ellis-Rios,Prospecting,Qualified,316055,10,31605.5,2024-04-26,2024-06-28,2024-12-14,Competitor A,Can history itself return manager customer entire.,Single how indeed laugh nothing after election.
203,4598,15,10,Deal with Campbell Inc,Closed Won,Closed Lost,236050,61,143990.5,2023-04-08,2023-06-17,2024-01-18,Competitor B,Benefit item brother government camera company full successful.,Pm firm feeling worry concern food.
204,3345,15,6,Deal with Thomas LLC,Prospecting,Negotiation,328699,86,282681.14,2024-10-22,2025-01-25,2024-12-20,Competitor C,Down purpose realize total position loss.,Beat light democratic hope.
205,3256,47,2,"Deal with Ingram, Obrien and Payne",Prospecting,Open,153752,52,79951.04000000001,2024-11-25,2025-07-04,2024-12-10,In-house,Energy plan ever dream hot happy order.,Support mean myself free.
206,2264,16,8,Deal with Stevenson-Johnson,Closed Lost,Negotiation,84246,50,42123.0,2024-06-15,2024-07-20,2024-09-08,None,Increase middle although often politics onto all throw office report.,Manager purpose theory instead main goal.
207,4809,36,1,"Deal with Cook, Clark and Fischer",Closed Lost,Qualified,202257,67,135512.19,2024-07-08,2025-03-24,2024-07-31,None,Whatever often subject you tough degree win result affect lose.,Happy simple book and.
