journey_id,lead_id,current_stage,stage_progression,total_stages,days_in_stage,touchpoints_count,channels_used,content_consumed,engagement_score,next_expected_action,predicted_conversion_probability,last_stage_change
340,340,Retention,7,7,27,14,2,16,0.95,Purchase,0.64,2023-04-17
341,341,Purchase,6,7,85,2,2,6,0.72,Email Open,0.52,2024-08-28
342,342,Awareness,1,7,21,11,3,8,0.37,Email Open,0.57,2024-07-24
343,343,Purchase,6,7,90,9,2,15,0.2,Form Submit,0.75,2024-11-19
344,344,Intent,4,7,38,8,4,18,0.14,Website Visit,0.46,2024-09-11
345,345,Awareness,1,7,76,7,5,8,0.86,Email Open,0.54,2023-11-16
346,346,Purchase,6,7,84,10,5,17,0.85,Call,0.18,2024-07-10
347,347,Interest,2,7,11,13,2,2,0.98,Email Open,0.17,2024-06-21
348,348,Retention,7,7,90,10,5,7,0.52,Call,0.65,2024-12-10
349,349,Purchase,6,7,37,10,5,4,0.11,Email Open,0.44,2024-12-29
350,350,Evaluation,5,7,39,15,1,5,0.99,Purchase,0.85,2023-10-17
351,351,Consideration,3,7,35,15,2,12,0.19,Form Submit,0.43,2024-11-28
352,352,Intent,4,7,18,15,2,2,0.81,Email Open,0.71,2024-09-13
353,353,Evaluation,5,7,73,5,4,15,0.37,Purchase,0.73,2024-04-12
354,354,Consideration,3,7,78,7,5,15,0.84,Website Visit,0.48,2024-07-19
355,355,Consideration,3,7,48,15,3,15,0.5,Email Open,0.73,2024-12-29
356,356,Evaluation,5,7,8,5,5,5,0.57,Email Open,0.85,2024-11-14
357,357,Retention,7,7,29,7,5,0,0.8,Website Visit,0.27,2024-11-17
358,358,Intent,4,7,76,15,4,12,0.38,Email Open,0.75,2024-12-22
359,359,Intent,4,7,33,5,2,13,0.96,Call,0.86,2024-11-04
360,360,Retention,7,7,38,13,3,5,0.67,Purchase,0.75,2024-12-23
361,361,Awareness,1,7,85,1,1,6,0.79,Call,0.89,2023-04-12
362,362,Awareness,1,7,12,5,2,19,0.55,Email Open,0.51,2024-10-05
363,363,Consideration,3,7,58,4,3,2,0.53,Form Submit,0.36,2024-05-03
364,364,Retention,7,7,84,1,4,4,0.41,Website Visit,0.82,2024-12-08
365,365,Awareness,1,7,40,10,2,16,0.95,Website Visit,0.29,2023-11-14
366,366,Retention,7,7,69,3,5,12,0.2,Call,0.12,2024-09-10
367,367,Consideration,3,7,26,9,3,10,0.4,Form Submit,0.68,2024-12-26
368,368,Purchase,6,7,15,8,1,18,0.68,Purchase,0.34,2024-08-07
369,369,Interest,2,7,42,2,5,0,0.91,Form Submit,0.18,2023-10-13
370,370,Purchase,6,7,28,3,4,13,0.25,Call,0.36,2024-06-23
371,371,Purchase,6,7,16,5,5,11,1.0,Call,0.65,2024-07-25
372,372,Evaluation,5,7,8,2,1,16,0.41,Call,0.71,2024-03-27
373,373,Purchase,6,7,40,2,1,10,0.19,Email Open,0.28,2024-12-03
374,374,Interest,2,7,15,8,3,15,0.82,Website Visit,0.87,2024-12-27
375,375,Purchase,6,7,89,12,4,3,0.26,Call,0.12,2024-08-13
376,376,Consideration,3,7,69,5,1,15,0.75,Call,0.82,2024-06-07
377,377,Interest,2,7,28,12,5,8,0.78,Website Visit,0.74,2024-09-11
378,378,Consideration,3,7,2,3,3,18,0.87,Call,0.61,2024-11-17
379,379,Awareness,1,7,7,2,2,11,0.19,Form Submit,0.48,2024-03-21
380,380,Evaluation,5,7,37,2,2,13,0.39,Form Submit,0.38,2024-11-30
381,381,Interest,2,7,20,7,4,3,0.25,Call,0.37,2024-12-01
382,382,Interest,2,7,33,9,5,12,0.44,Form Submit,0.4,2024-12-27
383,383,Awareness,1,7,9,3,2,20,0.2,Call,0.54,2024-04-19
384,384,Purchase,6,7,71,14,5,1,0.14,Website Visit,0.43,2024-01-16
385,385,Retention,7,7,10,2,5,5,0.42,Purchase,0.67,2024-08-04
386,386,Interest,2,7,74,11,5,19,0.88,Form Submit,0.47,2024-07-01
387,387,Purchase,6,7,62,4,5,4,0.35,Form Submit,0.76,2024-08-26
388,388,Retention,7,7,42,13,2,15,0.68,Call,0.5,2024-12-20
389,389,Interest,2,7,23,3,2,0,0.44,Purchase,0.34,2024-04-13
390,390,Consideration,3,7,19,1,2,7,0.62,Call,0.67,2024-11-14
391,391,Consideration,3,7,25,14,5,20,0.12,Email Open,0.66,2024-12-03
392,392,Consideration,3,7,69,9,4,5,0.63,Form Submit,0.42,2024-08-28
393,393,Retention,7,7,73,13,4,5,0.16,Call,0.14,2024-10-30
394,394,Purchase,6,7,26,2,3,12,0.6,Email Open,0.77,2024-06-21
395,395,Evaluation,5,7,61,10,4,6,0.1,Call,0.16,2024-07-05
396,396,Consideration,3,7,81,3,1,18,0.65,Form Submit,0.83,2024-02-13
397,397,Awareness,1,7,26,15,2,13,0.28,Website Visit,0.52,2024-07-16
398,398,Purchase,6,7,28,5,1,15,0.58,Purchase,0.75,2024-12-27
399,399,Evaluation,5,7,25,3,2,12,0.39,Purchase,0.11,2024-07-28
400,400,Consideration,3,7,4,14,2,14,0.39,Website Visit,0.85,2024-11-30
401,401,Retention,7,7,24,7,2,2,0.21,Call,0.34,2024-12-30
402,402,Consideration,3,7,11,7,4,4,0.72,Email Open,0.42,2023-10-17
403,403,Awareness,1,7,66,11,5,19,0.39,Website Visit,0.32,2024-11-18
404,404,Intent,4,7,68,10,5,3,0.5,Email Open,0.86,2023-11-30
405,405,Evaluation,5,7,39,4,5,4,0.52,Email Open,0.42,2024-11-24
406,406,Retention,7,7,81,8,1,14,0.17,Call,0.28,2024-12-03
407,407,Intent,4,7,26,8,2,14,0.38,Website Visit,0.79,2024-12-28
408,408,Intent,4,7,44,8,5,2,0.27,Email Open,0.85,2024-12-02
409,409,Retention,7,7,79,7,3,1,0.64,Website Visit,0.2,2024-12-16
410,410,Awareness,1,7,30,13,1,2,0.21,Call,0.84,2023-12-21
411,411,Awareness,1,7,53,1,1,9,0.77,Form Submit,0.37,2024-08-14
412,412,Interest,2,7,13,4,3,8,0.75,Purchase,0.53,2024-12-23
413,413,Retention,7,7,27,7,1,13,0.96,Call,0.83,2024-06-27
414,414,Intent,4,7,70,11,1,3,0.38,Form Submit,0.4,2024-07-02
415,415,Retention,7,7,22,10,5,9,0.17,Call,0.38,2024-12-25
416,416,Intent,4,7,28,11,2,7,0.91,Call,0.72,2024-12-13
417,417,Retention,7,7,56,9,5,15,0.55,Call,0.89,2024-12-23
418,418,Interest,2,7,6,7,3,2,0.58,Website Visit,0.32,2024-06-27
419,419,Intent,4,7,31,1,5,5,0.34,Email Open,0.69,2024-11-26
420,420,Retention,7,7,66,9,3,19,0.18,Email Open,0.69,2024-11-06
421,421,Intent,4,7,50,10,1,0,0.88,Call,0.86,2024-04-17
422,422,Evaluation,5,7,38,6,1,18,0.67,Email Open,0.76,2024-07-10
423,423,Awareness,1,7,11,7,4,19,0.3,Form Submit,0.26,2024-11-11
424,424,Intent,4,7,21,15,1,10,0.49,Call,0.12,2024-06-18
425,425,Intent,4,7,11,15,1,16,0.54,Website Visit,0.55,2024-07-27
426,426,Retention,7,7,42,4,1,2,0.73,Purchase,0.32,2024-01-14
427,427,Evaluation,5,7,81,9,4,0,0.8,Email Open,0.12,2024-06-11
428,428,Interest,2,7,17,13,3,11,0.6,Website Visit,0.64,2024-02-13
429,429,Purchase,6,7,57,5,4,2,0.26,Purchase,0.53,2024-08-17
430,430,Interest,2,7,25,3,4,1,0.52,Form Submit,0.68,2024-09-19
431,431,Intent,4,7,77,12,2,11,0.16,Call,0.86,2024-11-13
432,432,Purchase,6,7,84,2,2,18,0.82,Call,0.22,2024-09-01
433,433,Consideration,3,7,70,10,5,9,0.82,Email Open,0.14,2024-11-04
434,434,Interest,2,7,46,1,3,0,0.17,Form Submit,0.42,2024-05-29
435,435,Intent,4,7,36,12,1,19,0.84,Email Open,0.43,2024-10-10
436,436,Purchase,6,7,30,1,5,9,0.7,Email Open,0.47,2024-10-24
437,437,Interest,2,7,54,6,3,15,0.29,Form Submit,0.73,2024-08-19
438,438,Awareness,1,7,47,3,5,11,0.73,Website Visit,0.26,2024-10-21
439,439,Awareness,1,7,76,1,4,12,0.65,Form Submit,0.84,2024-10-22
440,440,Retention,7,7,35,10,4,1,0.23,Call,0.58,2024-12-06
441,441,Evaluation,5,7,61,5,5,4,0.6,Email Open,0.39,2024-08-10
442,442,Purchase,6,7,11,6,1,20,0.33,Email Open,0.47,2024-12-16
443,443,Intent,4,7,54,6,4,14,0.25,Call,0.65,2023-12-22
444,444,Consideration,3,7,16,14,4,6,0.37,Form Submit,0.73,2024-10-23
445,445,Evaluation,5,7,28,7,4,17,0.96,Call,0.37,2024-10-18
446,446,Retention,7,7,48,2,5,6,0.31,Purchase,0.81,2024-11-28
447,447,Consideration,3,7,86,7,2,15,0.13,Email Open,0.69,2024-12-26
448,448,Evaluation,5,7,9,7,1,17,0.29,Purchase,0.7,2024-04-23
449,449,Purchase,6,7,27,15,4,10,0.77,Purchase,0.46,2024-12-22
450,450,Retention,7,7,52,1,4,17,0.45,Form Submit,0.21,2024-05-30
451,451,Retention,7,7,4,9,4,5,0.86,Purchase,0.78,2024-12-02
452,452,Evaluation,5,7,83,3,2,4,0.73,Call,0.49,2024-12-29
453,453,Awareness,1,7,55,15,1,7,0.35,Call,0.18,2024-08-06
454,454,Retention,7,7,34,6,3,5,0.34,Email Open,0.13,2024-06-27
455,455,Retention,7,7,59,6,4,13,0.54,Call,0.27,2024-07-02
456,456,Consideration,3,7,14,3,4,2,0.81,Purchase,0.29,2024-11-16
457,457,Retention,7,7,63,14,1,8,0.77,Call,0.74,2024-08-05
458,458,Purchase,6,7,66,9,5,16,0.61,Purchase,0.54,2024-08-04
459,459,Retention,7,7,71,3,1,7,0.96,Email Open,0.41,2024-12-12
460,460,Evaluation,5,7,5,10,3,12,0.92,Website Visit,0.11,2024-12-24
461,461,Consideration,3,7,4,10,3,2,0.39,Form Submit,0.48,2024-12-17
462,462,Awareness,1,7,18,10,4,13,1.0,Email Open,0.75,2023-10-23
463,463,Intent,4,7,90,5,1,4,0.22,Purchase,0.49,2024-07-29
464,464,Intent,4,7,48,9,1,20,0.11,Form Submit,0.26,2024-12-03
465,465,Retention,7,7,42,6,2,17,0.38,Purchase,0.27,2024-11-20
466,466,Intent,4,7,73,4,3,12,0.5,Website Visit,0.7,2024-09-22
467,467,Intent,4,7,73,2,1,16,0.77,Call,0.65,2024-02-13
468,468,Retention,7,7,3,15,4,3,0.48,Call,0.61,2024-04-22
469,469,Purchase,6,7,35,5,3,6,0.46,Website Visit,0.16,2024-05-23
470,470,Consideration,3,7,35,12,1,14,0.76,Purchase,0.21,2024-12-01
471,471,Purchase,6,7,42,4,2,13,0.31,Form Submit,0.51,2023-04-24
472,472,Purchase,6,7,25,8,1,4,0.57,Purchase,0.57,2024-06-20
473,473,Interest,2,7,88,11,1,8,0.63,Call,0.88,2024-12-22
474,474,Consideration,3,7,59,5,3,13,0.89,Call,0.79,2024-10-08
475,475,Purchase,6,7,7,3,3,19,0.88,Email Open,0.79,2024-10-05
476,476,Interest,2,7,86,10,3,16,0.2,Website Visit,0.61,2024-12-25
477,477,Awareness,1,7,17,5,4,5,0.67,Call,0.43,2024-09-16
478,478,Interest,2,7,37,2,2,4,0.31,Form Submit,0.66,2024-11-15
479,479,Consideration,3,7,38,1,2,10,0.55,Email Open,0.26,2024-08-04
480,480,Purchase,6,7,17,7,5,4,0.86,Form Submit,0.22,2023-10-22
481,481,Intent,4,7,16,8,4,19,0.7,Purchase,0.87,2024-01-02
482,482,Awareness,1,7,59,13,2,0,0.52,Form Submit,0.75,2024-11-06
483,483,Purchase,6,7,32,14,1,1,0.19,Form Submit,0.42,2024-06-15
484,484,Interest,2,7,59,14,4,3,0.73,Website Visit,0.23,2024-11-19
485,485,Retention,7,7,1,7,4,9,0.26,Call,0.23,2024-10-11
486,486,Consideration,3,7,77,11,3,12,0.73,Email Open,0.24,2024-12-23
487,487,Consideration,3,7,42,13,4,2,0.3,Website Visit,0.34,2024-09-19
488,488,Consideration,3,7,47,10,1,7,0.52,Purchase,0.44,2024-06-26
489,489,Awareness,1,7,6,14,4,8,0.66,Call,0.45,2024-12-28
490,490,Purchase,6,7,71,5,1,4,0.3,Purchase,0.52,2024-10-24
491,491,Awareness,1,7,87,8,4,17,0.39,Purchase,0.89,2024-11-17
492,492,Awareness,1,7,29,13,4,6,0.85,Website Visit,0.39,2024-09-11
493,493,Consideration,3,7,27,5,1,19,0.91,Call,0.66,2024-07-05
494,494,Retention,7,7,54,10,2,18,0.46,Website Visit,0.66,2024-12-26
495,495,Interest,2,7,80,1,1,18,0.71,Call,0.16,2024-11-28
496,496,Consideration,3,7,36,14,4,8,0.89,Form Submit,0.81,2024-05-04
497,497,Interest,2,7,3,1,4,7,0.29,Email Open,0.16,2024-07-31
498,498,Evaluation,5,7,85,15,5,4,0.39,Purchase,0.32,2024-09-04
499,499,Purchase,6,7,25,3,5,5,0.72,Call,0.84,2024-12-22
500,500,Consideration,3,7,1,1,2,17,0.59,Website Visit,0.62,2024-10-10
501,501,Retention,7,7,30,1,3,5,0.42,Call,0.81,2024-11-28
502,502,Consideration,3,7,36,4,5,11,0.16,Call,0.63,2024-12-20
503,503,Evaluation,5,7,41,14,5,0,0.5,Call,0.45,2024-01-03
504,504,Consideration,3,7,83,8,5,8,0.91,Email Open,0.41,2024-11-03
505,505,Retention,7,7,63,2,4,17,0.42,Email Open,0.46,2024-09-25
506,506,Intent,4,7,72,15,1,10,0.97,Purchase,0.66,2024-11-27
507,507,Retention,7,7,66,9,4,9,0.11,Purchase,0.44,2024-05-30
508,508,Consideration,3,7,22,14,4,11,0.86,Form Submit,0.43,2024-12-22
509,509,Purchase,6,7,55,13,5,7,0.81,Purchase,0.32,2024-07-24
510,510,Consideration,3,7,81,10,2,8,0.91,Form Submit,0.65,2024-12-30
511,511,Intent,4,7,82,7,1,3,0.96,Form Submit,0.82,2024-12-10
512,512,Purchase,6,7,50,9,3,7,0.14,Form Submit,0.48,2024-03-28
513,513,Purchase,6,7,5,8,1,7,0.61,Email Open,0.86,2024-10-27
514,514,Consideration,3,7,12,13,3,16,0.27,Website Visit,0.55,2024-10-26
515,515,Interest,2,7,37,2,5,19,0.33,Purchase,0.76,2023-07-29
516,516,Purchase,6,7,67,1,5,6,0.56,Purchase,0.21,2024-06-20
517,517,Interest,2,7,67,10,5,10,0.46,Website Visit,0.13,2024-12-10
518,518,Evaluation,5,7,78,9,3,13,0.8,Website Visit,0.66,2024-05-01
519,519,Purchase,6,7,90,11,1,14,0.51,Website Visit,0.76,2024-05-12
520,520,Retention,7,7,39,13,1,17,0.49,Website Visit,0.57,2024-07-11
521,521,Evaluation,5,7,72,13,4,11,0.67,Website Visit,0.76,2024-04-02
522,522,Consideration,3,7,58,12,5,17,0.7,Call,0.25,2024-10-10
523,523,Purchase,6,7,40,14,3,15,0.54,Email Open,0.89,2024-09-28
524,524,Consideration,3,7,53,7,2,7,0.95,Call,0.47,2024-06-11
525,525,Intent,4,7,50,7,2,19,0.59,Email Open,0.44,2024-12-21
526,526,Awareness,1,7,34,12,5,13,0.24,Email Open,0.82,2024-12-22
527,527,Evaluation,5,7,80,9,1,14,0.68,Website Visit,0.38,2024-11-16
528,528,Consideration,3,7,43,12,4,19,0.56,Form Submit,0.39,2024-12-24
529,529,Purchase,6,7,25,13,3,2,0.48,Website Visit,0.8,2024-12-20
530,530,Evaluation,5,7,34,1,5,2,0.93,Website Visit,0.84,2024-08-22
531,531,Evaluation,5,7,34,14,4,4,0.85,Email Open,0.34,2024-10-29
532,532,Evaluation,5,7,5,10,3,4,0.18,Purchase,0.28,2024-12-23
533,533,Awareness,1,7,27,9,4,16,0.85,Form Submit,0.21,2024-04-01
534,534,Purchase,6,7,18,10,3,8,0.15,Website Visit,0.12,2023-09-23
535,535,Consideration,3,7,45,10,3,11,0.8,Call,0.73,2024-08-07
536,536,Consideration,3,7,44,3,3,12,0.52,Call,0.27,2024-06-21
537,537,Evaluation,5,7,47,12,3,6,1.0,Call,0.42,2024-09-17
538,538,Purchase,6,7,86,13,5,12,0.39,Form Submit,0.36,2024-12-03
539,539,Interest,2,7,59,4,3,17,0.49,Purchase,0.76,2024-11-29
540,540,Evaluation,5,7,49,9,5,14,0.84,Email Open,0.21,2024-07-18
541,541,Interest,2,7,11,15,2,2,0.36,Form Submit,0.55,2024-12-27
542,542,Evaluation,5,7,59,12,1,13,0.8,Purchase,0.18,2024-10-25
543,543,Retention,7,7,49,12,3,7,0.63,Form Submit,0.43,2024-12-25
544,544,Purchase,6,7,64,14,5,4,0.55,Call,0.88,2024-07-19
545,545,Intent,4,7,82,10,3,14,0.27,Purchase,0.74,2024-12-20
546,546,Consideration,3,7,56,15,4,2,0.36,Website Visit,0.47,2024-07-13
547,547,Evaluation,5,7,84,12,2,15,0.63,Purchase,0.45,2024-02-11
548,548,Awareness,1,7,6,1,1,14,0.56,Purchase,0.71,2023-11-21
549,549,Evaluation,5,7,58,7,5,9,0.21,Email Open,0.4,2024-09-27
550,550,Intent,4,7,45,8,5,4,0.85,Purchase,0.5,2024-12-07
551,551,Evaluation,5,7,13,2,3,1,0.23,Call,0.23,2024-10-11
552,552,Retention,7,7,13,7,4,15,0.58,Website Visit,0.39,2024-09-17
553,553,Awareness,1,7,6,3,5,19,0.99,Purchase,0.47,2024-12-18
554,554,Evaluation,5,7,12,13,3,20,0.88,Email Open,0.46,2024-11-06
555,555,Retention,7,7,31,10,1,3,0.24,Purchase,0.47,2024-06-17
556,556,Awareness,1,7,31,6,4,13,0.66,Call,0.81,2024-11-11
557,557,Purchase,6,7,75,7,4,2,0.56,Purchase,0.85,2024-10-23
558,558,Consideration,3,7,66,5,4,2,0.48,Website Visit,0.71,2024-01-14
559,559,Interest,2,7,57,5,4,1,0.12,Form Submit,0.82,2024-06-23
560,560,Interest,2,7,73,5,3,4,0.84,Email Open,0.4,2024-12-26
561,561,Consideration,3,7,31,10,3,15,0.56,Email Open,0.63,2024-10-17
562,562,Consideration,3,7,82,12,4,11,0.8,Call,0.17,2024-09-05
563,563,Retention,7,7,29,15,1,7,0.81,Website Visit,0.54,2024-08-11
564,564,Retention,7,7,78,7,2,13,0.76,Call,0.52,2023-06-12
565,565,Evaluation,5,7,73,7,2,3,0.62,Form Submit,0.12,2024-08-22
566,566,Retention,7,7,70,11,2,12,0.63,Website Visit,0.52,2024-10-10
567,567,Awareness,1,7,64,14,5,7,0.23,Email Open,0.37,2024-12-21
568,568,Interest,2,7,48,8,4,5,0.99,Call,0.64,2024-01-01
569,569,Consideration,3,7,59,5,4,4,0.12,Email Open,0.42,2024-10-02
570,570,Interest,2,7,61,14,5,15,0.66,Email Open,0.85,2024-11-10
571,571,Awareness,1,7,59,13,3,18,0.43,Email Open,0.5,2024-07-04
572,572,Consideration,3,7,84,11,1,0,0.47,Purchase,0.77,2024-05-21
573,573,Awareness,1,7,64,5,5,15,0.88,Form Submit,0.21,2024-07-04
574,574,Retention,7,7,26,3,2,2,0.3,Website Visit,0.46,2024-12-27
575,575,Purchase,6,7,61,13,3,5,0.53,Website Visit,0.33,2024-07-01
576,576,Retention,7,7,15,9,4,5,0.81,Form Submit,0.88,2024-11-29
577,577,Interest,2,7,38,14,5,12,0.31,Purchase,0.64,2024-11-11
578,578,Interest,2,7,8,12,3,6,0.52,Form Submit,0.83,2024-12-12
579,579,Evaluation,5,7,11,5,1,2,0.44,Form Submit,0.8,2024-10-21
580,580,Awareness,1,7,5,2,4,4,0.23,Email Open,0.88,2024-07-02
581,581,Evaluation,5,7,31,14,4,14,0.59,Purchase,0.19,2024-12-25
582,582,Intent,4,7,75,7,3,16,0.93,Purchase,0.65,2023-11-30
583,583,Interest,2,7,65,14,3,14,0.24,Email Open,0.15,2024-02-05
584,584,Retention,7,7,63,15,1,12,0.77,Purchase,0.82,2023-12-10
585,585,Retention,7,7,35,9,4,16,0.88,Call,0.65,2024-08-04
586,586,Purchase,6,7,71,11,2,6,0.9,Purchase,0.5,2024-11-11
587,587,Consideration,3,7,24,11,1,7,0.91,Call,0.57,2024-06-25
588,588,Awareness,1,7,69,3,3,11,0.56,Form Submit,0.83,2024-05-22
589,589,Interest,2,7,68,10,1,12,0.73,Form Submit,0.22,2024-10-02
590,590,Intent,4,7,83,6,1,8,0.88,Purchase,0.38,2024-12-11
591,591,Awareness,1,7,38,5,3,8,0.44,Website Visit,0.8,2024-08-26
592,592,Intent,4,7,10,2,4,20,0.9,Form Submit,0.73,2024-01-28
593,593,Intent,4,7,28,1,5,17,0.41,Email Open,0.18,2024-11-12
594,594,Awareness,1,7,68,6,5,12,0.36,Call,0.88,2024-09-03
595,595,Consideration,3,7,11,5,2,20,0.85,Website Visit,0.79,2024-11-11
596,596,Consideration,3,7,60,15,4,14,0.89,Purchase,0.37,2024-07-04
597,597,Consideration,3,7,22,14,4,0,0.39,Website Visit,0.6,2024-12-06
598,598,Consideration,3,7,59,10,5,6,0.77,Email Open,0.18,2024-10-07
599,599,Purchase,6,7,31,3,2,13,0.2,Purchase,0.16,2024-07-22
600,600,Evaluation,5,7,35,5,5,1,0.78,Purchase,0.56,2024-12-09
601,601,Awareness,1,7,45,5,4,15,0.68,Email Open,0.57,2024-12-30
602,602,Interest,2,7,10,8,4,11,0.94,Website Visit,0.18,2024-06-12
603,603,Consideration,3,7,48,5,3,0,0.66,Purchase,0.17,2024-06-27
604,604,Evaluation,5,7,77,9,4,15,0.26,Purchase,0.55,2024-02-20
605,605,Evaluation,5,7,15,3,5,4,0.64,Form Submit,0.59,2024-05-29
606,606,Interest,2,7,23,12,3,4,0.51,Purchase,0.44,2024-12-19
607,607,Retention,7,7,82,8,1,12,0.65,Website Visit,0.33,2024-10-06
608,608,Evaluation,5,7,24,2,5,10,0.52,Email Open,0.88,2024-12-19
609,609,Evaluation,5,7,21,10,3,8,0.22,Website Visit,0.42,2024-12-04
610,610,Purchase,6,7,78,6,1,18,0.11,Call,0.2,2024-09-04
611,611,Consideration,3,7,77,2,3,9,0.46,Purchase,0.71,2024-12-18
612,612,Purchase,6,7,62,3,3,11,0.91,Form Submit,0.46,2024-07-12
613,613,Intent,4,7,30,6,5,1,0.56,Form Submit,0.23,2024-07-07
614,614,Retention,7,7,27,3,1,5,0.92,Form Submit,0.49,2024-12-04
615,615,Awareness,1,7,1,5,4,2,0.83,Email Open,0.77,2024-12-22
616,616,Interest,2,7,5,3,3,2,0.66,Email Open,0.6,2024-07-15
617,617,Evaluation,5,7,24,14,5,18,0.45,Website Visit,0.14,2024-11-14
618,618,Interest,2,7,21,4,5,19,0.3,Purchase,0.82,2023-09-12
619,619,Purchase,6,7,68,8,5,0,0.12,Call,0.21,2024-11-10
620,620,Intent,4,7,20,10,4,20,0.99,Form Submit,0.57,2024-11-10
621,621,Evaluation,5,7,62,7,5,11,0.4,Purchase,0.8,2024-09-01
622,622,Interest,2,7,78,12,3,4,0.86,Purchase,0.39,2024-06-25
623,623,Purchase,6,7,79,11,1,7,0.32,Call,0.12,2024-11-01
624,624,Consideration,3,7,3,12,4,12,0.52,Form Submit,0.75,2024-03-21
625,625,Consideration,3,7,3,5,3,11,0.66,Form Submit,0.69,2024-09-29
626,626,Evaluation,5,7,87,8,1,13,0.61,Purchase,0.65,2024-12-01
627,627,Consideration,3,7,86,14,4,17,0.99,Call,0.79,2024-12-30
628,628,Consideration,3,7,59,8,4,9,0.49,Call,0.5,2024-12-03
629,629,Evaluation,5,7,66,2,4,4,0.66,Call,0.72,2023-10-02
630,630,Awareness,1,7,58,10,4,12,0.68,Email Open,0.18,2024-11-28
631,631,Evaluation,5,7,84,13,4,12,0.69,Purchase,0.85,2024-12-19
632,632,Retention,7,7,56,11,5,18,0.87,Email Open,0.67,2024-08-17
633,633,Retention,7,7,90,3,4,10,0.45,Email Open,0.4,2024-12-26
634,634,Consideration,3,7,37,1,2,4,0.24,Email Open,0.67,2024-08-11
635,635,Consideration,3,7,48,2,5,11,0.25,Call,0.88,2024-10-09
636,636,Consideration,3,7,47,9,5,12,0.14,Website Visit,0.41,2024-06-27
637,637,Interest,2,7,4,6,5,7,0.37,Form Submit,0.39,2024-12-24
638,638,Retention,7,7,86,10,4,14,0.38,Email Open,0.22,2024-12-19
639,639,Intent,4,7,57,3,3,9,0.12,Purchase,0.87,2024-12-21
640,640,Retention,7,7,39,12,3,4,0.26,Purchase,0.89,2024-10-27
641,641,Interest,2,7,1,12,5,8,0.84,Email Open,0.53,2024-11-29
642,642,Consideration,3,7,69,1,4,6,0.16,Call,0.49,2024-12-09
643,643,Evaluation,5,7,33,7,5,11,0.78,Email Open,0.34,2024-08-24
644,644,Consideration,3,7,15,3,5,7,1.0,Purchase,0.62,2024-09-24
645,645,Retention,7,7,5,4,3,16,0.83,Call,0.27,2024-11-25
646,646,Awareness,1,7,29,13,3,9,0.63,Call,0.67,2024-05-05
647,647,Purchase,6,7,24,1,1,6,0.76,Form Submit,0.28,2024-10-24
648,648,Purchase,6,7,74,2,1,16,0.89,Form Submit,0.69,2024-09-27
649,649,Consideration,3,7,39,13,3,18,0.23,Call,0.29,2023-07-12
650,650,Evaluation,5,7,78,4,5,18,0.7,Call,0.65,2023-04-26
651,651,Consideration,3,7,44,2,4,14,0.94,Purchase,0.9,2024-12-20
652,652,Retention,7,7,40,15,4,19,0.88,Website Visit,0.39,2024-07-28
653,653,Awareness,1,7,74,15,5,4,0.71,Form Submit,0.85,2024-02-26
654,654,Consideration,3,7,20,11,1,6,0.88,Call,0.39,2024-08-18
655,655,Interest,2,7,88,4,2,10,0.11,Form Submit,0.44,2024-09-27
656,656,Awareness,1,7,79,12,2,3,0.77,Website Visit,0.43,2024-01-05
657,657,Evaluation,5,7,25,6,2,6,0.48,Call,0.23,2024-03-17
658,658,Awareness,1,7,7,13,2,16,0.28,Purchase,0.38,2023-03-29
659,659,Purchase,6,7,27,9,2,6,0.87,Purchase,0.16,2024-11-24
660,660,Interest,2,7,51,8,2,1,0.5,Email Open,0.42,2024-10-28
661,661,Retention,7,7,87,4,5,0,0.45,Website Visit,0.56,2024-07-29
662,662,Consideration,3,7,86,9,4,13,0.22,Email Open,0.19,2024-12-19
663,663,Consideration,3,7,34,10,4,19,0.13,Website Visit,0.55,2024-07-07
664,664,Consideration,3,7,25,4,5,20,0.13,Email Open,0.77,2024-10-27
665,665,Retention,7,7,74,3,5,2,0.53,Call,0.39,2024-08-17
666,666,Evaluation,5,7,73,2,4,16,0.68,Website Visit,0.71,2024-04-02
667,667,Evaluation,5,7,61,13,3,10,0.58,Call,0.81,2024-05-26
668,668,Awareness,1,7,76,3,4,12,0.48,Purchase,0.79,2024-07-20
669,669,Retention,7,7,36,10,3,2,0.89,Email Open,0.66,2024-10-17
670,670,Evaluation,5,7,38,8,2,19,0.52,Purchase,0.55,2024-11-24
671,671,Interest,2,7,42,2,2,11,0.86,Email Open,0.46,2024-10-09
672,672,Consideration,3,7,81,7,2,4,0.92,Call,0.55,2024-08-20
673,673,Purchase,6,7,3,1,5,14,0.96,Email Open,0.19,2024-08-13
674,674,Consideration,3,7,88,5,2,17,0.94,Email Open,0.6,2023-10-08
675,675,Intent,4,7,29,4,4,1,0.17,Call,0.16,2024-12-16
676,676,Consideration,3,7,23,10,5,0,0.58,Call,0.7,2024-03-24
677,677,Consideration,3,7,50,12,5,13,0.42,Call,0.8,2024-11-20
678,678,Evaluation,5,7,17,1,5,5,0.98,Form Submit,0.46,2024-10-12
679,679,Consideration,3,7,74,15,1,1,0.66,Email Open,0.86,2024-08-16
680,680,Purchase,6,7,32,5,3,16,0.32,Email Open,0.65,2024-12-13
681,681,Consideration,3,7,43,14,1,13,0.37,Email Open,0.5,2024-07-03
