conversion_id,lead_id,campaign_id,conversion_type,conversion_date,conversion_value,revenue,customer_lifetime_value,conversion_path,attribution_model,touchpoints_count,days_to_conversion
271,1054,45,Lead,2024-01-05,2136,24167,21363,Direct Mail -> Lead -> Customer,Last Touch,7,212
272,1055,8,SQL,2024-04-08,3450,26818,71377,Influencer -> Lead -> SQL,Time Decay,9,9
273,1062,2,SQL,2024-08-16,841,16789,51539,Direct Mail -> Lead -> Lead,First Touch,4,104
274,1066,9,Lead,2024-09-29,3332,47556,11037,Webinars -> Lead -> Customer,Last Touch,10,103
275,1076,23,Lead,2024-12-23,1852,44638,91574,Webinars -> Lead -> Opportunity,Time Decay,1,153
276,1082,20,Customer,2024-08-03,6266,3833,60674,Influencer -> Lead -> Customer,Position Based,5,31
277,1085,25,Upsell,2024-09-30,3186,1880,42782,Direct Mail -> Lead -> Customer,Last Touch,7,14
278,1086,1,Lead,2024-12-17,2332,13392,96068,Display -> Lead -> Customer,Time Decay,2,277
279,1087,40,SQL,2023-04-10,5003,35347,91133,Email -> Lead -> Lead,Last Touch,9,208
280,1097,13,Customer,2024-08-19,7718,43247,24485,SEO -> Lead -> Opportunity,Time Decay,4,331
281,1101,46,Lead,2024-11-19,9169,46050,78134,Social Media -> Lead -> Upsell,First Touch,4,233
282,1111,33,SQL,2024-09-07,8790,25666,14629,Display -> Lead -> Upsell,Time Decay,8,285
283,1118,2,Upsell,2024-12-26,6913,23792,31134,Direct Mail -> Lead -> MQL,First Touch,1,95
284,1130,29,Lead,2024-07-14,4994,20050,38217,Influencer -> Lead -> SQL,Linear,3,167
285,1134,44,MQL,2024-06-10,8055,10004,87330,Influencer -> Lead -> Lead,Position Based,8,323
286,1137,32,Opportunity,2023-01-31,6337,16243,63121,Influencer -> Lead -> SQL,First Touch,3,1
287,1145,8,Customer,2024-06-22,5753,6438,71286,Influencer -> Lead -> Lead,Time Decay,7,199
288,1153,29,MQL,2024-03-29,9462,19799,95021,Influencer -> Lead -> Lead,First Touch,9,52
289,1154,5,Opportunity,2024-08-20,7233,19820,3107,Influencer -> Lead -> Opportunity,Linear,5,154
290,1160,44,SQL,2024-01-31,7022,26714,98258,Influencer -> Lead -> SQL,First Touch,5,75
291,1164,13,SQL,2024-07-26,3960,20060,78934,SEO -> Lead -> Customer,First Touch,6,155
292,1167,7,SQL,2024-12-04,582,8988,32782,Influencer -> Lead -> SQL,Last Touch,7,187
293,1170,39,Opportunity,2024-08-03,6317,43456,63637,Content Marketing -> Lead -> Customer,Position Based,4,35
294,1175,28,Upsell,2024-12-28,1855,18243,9348,Display -> Lead -> Opportunity,Linear,7,255
295,1177,40,Upsell,2023-04-11,611,13957,66038,Email -> Lead -> Opportunity,Last Touch,5,342
296,1179,39,Upsell,2024-03-28,9810,38213,81084,Content Marketing -> Lead -> Opportunity,Linear,2,45
297,1180,19,MQL,2024-03-22,5557,47641,56437,Influencer -> Lead -> Lead,First Touch,1,278
298,1185,47,Lead,2023-11-08,3362,36701,38991,Influencer -> Lead -> Upsell,Linear,9,231
299,1186,1,SQL,2024-12-26,7453,5878,2247,Display -> Lead -> SQL,Time Decay,4,232
300,1187,48,MQL,2024-12-11,5304,9438,93501,Social Media -> Lead -> MQL,First Touch,8,251
301,1190,42,Upsell,2024-12-07,1725,48459,35220,Direct Mail -> Lead -> MQL,Time Decay,1,326
302,1194,24,Customer,2024-04-20,9004,1582,36493,SEO -> Lead -> Upsell,Last Touch,2,59
303,1201,38,MQL,2024-06-13,6596,37173,67385,Direct Mail -> Lead -> Opportunity,Last Touch,5,287
304,1216,7,Lead,2024-08-30,792,38565,18085,Influencer -> Lead -> Upsell,Position Based,10,265
305,1219,28,SQL,2024-12-30,3205,2813,33488,Display -> Lead -> MQL,First Touch,3,210
306,1222,31,MQL,2024-05-23,5488,7984,84650,Paid Search -> Lead -> Opportunity,Time Decay,8,340
307,1225,29,MQL,2023-11-10,3480,31053,70040,Influencer -> Lead -> Customer,Time Decay,3,113
308,1228,12,MQL,2023-10-22,6219,30912,62375,Events -> Lead -> MQL,First Touch,10,144
309,1229,47,SQL,2024-09-27,4394,10888,39602,Influencer -> Lead -> Upsell,Position Based,4,55
310,1231,41,SQL,2024-10-23,6466,22988,52222,Events -> Lead -> Customer,Time Decay,9,330
311,1232,30,Lead,2024-11-24,2118,32156,89807,Influencer -> Lead -> Lead,First Touch,2,136
312,1233,2,MQL,2024-09-18,5893,11083,42622,Direct Mail -> Lead -> SQL,First Touch,2,192
313,1235,27,Upsell,2024-11-22,9455,47884,61343,SEO -> Lead -> Opportunity,Linear,2,50
314,1236,3,Upsell,2024-09-26,4374,26723,92314,Influencer -> Lead -> SQL,Time Decay,8,30
315,1241,36,Opportunity,2024-10-21,8102,23646,37061,Direct Mail -> Lead -> MQL,Time Decay,2,116
316,1243,30,MQL,2024-12-24,1631,44943,41551,Influencer -> Lead -> Customer,Position Based,4,291
317,1245,47,Opportunity,2024-08-27,9861,46361,5172,Influencer -> Lead -> SQL,Last Touch,8,135
318,1250,12,Upsell,2024-12-22,7921,19572,75348,Events -> Lead -> SQL,Linear,1,135
319,1253,36,Lead,2024-11-05,5021,48109,91935,Direct Mail -> Lead -> Upsell,Position Based,4,41
320,1254,41,Opportunity,2024-05-25,9786,47376,31512,Events -> Lead -> Opportunity,Linear,7,166
321,1255,40,MQL,2023-04-23,5641,34379,35068,Email -> Lead -> Upsell,Position Based,2,346
322,1257,35,SQL,2024-12-24,6143,39068,81832,Events -> Lead -> SQL,First Touch,2,212
323,1262,1,MQL,2024-10-02,135,46764,31748,Display -> Lead -> Opportunity,Time Decay,4,350
324,1270,5,Lead,2024-07-20,5818,2904,33345,Influencer -> Lead -> SQL,Linear,8,322
325,1273,41,Customer,2024-12-28,6899,49085,72012,Events -> Lead -> Customer,Linear,10,359
326,1291,11,MQL,2024-09-21,6783,1468,98287,Events -> Lead -> Lead,Linear,9,161
327,1296,30,SQL,2024-09-25,5262,39765,93789,Influencer -> Lead -> SQL,Position Based,10,194
328,1297,22,Upsell,2024-05-21,4729,954,44877,Display -> Lead -> Lead,Linear,5,252
329,1298,24,SQL,2024-06-22,9273,46523,84931,SEO -> Lead -> SQL,First Touch,6,344
330,1301,8,Opportunity,2024-07-25,1640,44570,50205,Influencer -> Lead -> Customer,Last Touch,2,171
331,1302,43,MQL,2024-11-14,5585,31246,47498,Social Media -> Lead -> Opportunity,First Touch,9,162
332,1311,15,Upsell,2023-08-06,9766,4981,33378,Paid Search -> Lead -> Lead,Time Decay,1,30
333,1319,11,SQL,2024-12-21,8351,25145,72234,Events -> Lead -> MQL,Position Based,3,85
334,1328,37,Opportunity,2024-12-29,6516,28453,60933,Events -> Lead -> Lead,Linear,4,352
335,1330,10,SQL,2023-05-31,7053,17873,3516,Social Media -> Lead -> Upsell,Position Based,10,87
336,1357,28,MQL,2024-12-19,3607,30663,30079,Display -> Lead -> Opportunity,First Touch,8,357
337,1362,4,Lead,2024-11-21,6195,34799,9821,Email -> Lead -> MQL,Time Decay,5,118
338,1369,33,Lead,2024-08-31,6645,14572,36035,Display -> Lead -> SQL,Last Touch,5,224
339,1386,2,Opportunity,2024-09-23,9198,45274,15417,Direct Mail -> Lead -> SQL,First Touch,2,270
340,1387,8,Upsell,2024-02-18,1351,38258,34838,Influencer -> Lead -> MQL,Position Based,4,6
341,1390,32,SQL,2024-02-13,5440,1362,90763,Influencer -> Lead -> SQL,First Touch,6,50
342,1393,17,SQL,2024-01-02,3206,11774,51615,Events -> Lead -> SQL,Linear,8,74
343,1394,12,MQL,2024-08-02,2782,33799,33632,Events -> Lead -> Opportunity,Position Based,5,195
344,1395,38,Customer,2024-12-22,7366,31226,10507,Direct Mail -> Lead -> Lead,Position Based,7,278
345,1398,30,Opportunity,2024-09-04,5131,43474,82173,Influencer -> Lead -> MQL,First Touch,6,70
346,1402,14,Opportunity,2024-01-24,6395,21880,42160,Social Media -> Lead -> Lead,Last Touch,3,159
347,1405,33,SQL,2024-07-22,1828,16796,78432,Display -> Lead -> SQL,Last Touch,10,41
348,1408,7,Customer,2024-05-06,5961,48005,47610,Influencer -> Lead -> MQL,Time Decay,3,291
349,1410,45,Customer,2023-09-25,6544,32215,42468,Direct Mail -> Lead -> Lead,Linear,5,282
350,1413,13,MQL,2024-05-24,8989,23099,35289,SEO -> Lead -> Upsell,Last Touch,7,162
351,1414,44,MQL,2024-02-03,310,49027,95620,Influencer -> Lead -> Lead,Linear,1,31
352,1418,37,Upsell,2024-12-13,3352,20471,59960,Events -> Lead -> Customer,Position Based,6,210
353,1422,30,Customer,2024-07-05,1222,39821,62852,Influencer -> Lead -> Opportunity,Time Decay,10,114
354,1423,15,Opportunity,2024-12-27,2589,20822,35208,Paid Search -> Lead -> Opportunity,Position Based,1,310
355,1431,13,MQL,2024-05-18,2633,41489,36203,SEO -> Lead -> Upsell,First Touch,10,334
356,1435,35,Upsell,2024-11-07,8622,45138,73162,Events -> Lead -> Opportunity,Last Touch,4,265
357,1436,20,Upsell,2024-12-26,6890,15260,82712,Influencer -> Lead -> Lead,Last Touch,3,149
358,1441,32,MQL,2024-01-07,2224,44802,25799,Influencer -> Lead -> Upsell,First Touch,10,243
359,1442,33,Upsell,2024-09-03,6626,12490,22391,Display -> Lead -> Customer,First Touch,10,120
360,1445,29,Opportunity,2024-06-17,8773,24551,49451,Influencer -> Lead -> Upsell,Last Touch,2,41
361,1451,24,Customer,2023-11-19,2249,29029,23395,SEO -> Lead -> MQL,Linear,4,212
362,1453,26,MQL,2024-04-14,6495,40594,70379,SEO -> Lead -> Customer,Time Decay,2,31
363,1461,48,SQL,2024-06-22,1384,8128,24551,Social Media -> Lead -> SQL,Position Based,7,325
364,1463,34,Lead,2024-12-18,5573,12499,70685,Events -> Lead -> Opportunity,Linear,6,100
365,1473,33,Customer,2024-09-05,1941,4384,65558,Display -> Lead -> Opportunity,First Touch,3,226
366,1474,28,Lead,2024-12-29,5304,27230,54115,Display -> Lead -> Upsell,Position Based,6,328
367,1480,48,MQL,2023-12-30,8402,46007,5191,Social Media -> Lead -> Lead,Linear,1,25
368,1481,36,Lead,2024-10-31,7115,35110,35110,Direct Mail -> Lead -> Customer,First Touch,8,129
369,1491,4,Opportunity,2024-11-15,4641,2611,49237,Email -> Lead -> MQL,Position Based,2,19
370,1499,20,MQL,2024-10-25,8153,37962,78547,Influencer -> Lead -> Opportunity,First Touch,5,358
371,1501,48,Customer,2023-09-19,7841,1015,76197,Social Media -> Lead -> Opportunity,Last Touch,3,308
372,1502,30,MQL,2024-10-01,8771,48609,42640,Influencer -> Lead -> Lead,Position Based,8,64
373,1507,11,Upsell,2024-07-18,5587,9221,38073,Events -> Lead -> Lead,First Touch,8,215
374,1510,47,Customer,2023-07-07,3901,11890,58793,Influencer -> Lead -> Lead,Time Decay,9,314
375,1514,8,SQL,2024-02-21,7224,16561,38121,Influencer -> Lead -> Opportunity,Position Based,10,196
376,1515,48,Lead,2024-03-15,1136,2334,46401,Social Media -> Lead -> MQL,Position Based,9,37
377,1516,47,Opportunity,2024-04-23,8205,30185,82093,Influencer -> Lead -> Opportunity,Linear,4,186
378,1519,14,Opportunity,2024-03-13,912,41322,94089,Social Media -> Lead -> MQL,Last Touch,6,262
379,1520,50,SQL,2024-11-14,6018,32911,97490,Influencer -> Lead -> Customer,Position Based,3,289
380,1531,9,Upsell,2024-07-22,4291,729,17138,Webinars -> Lead -> Opportunity,Time Decay,7,78
381,1532,19,Lead,2024-12-22,6424,15634,42413,Influencer -> Lead -> Customer,Position Based,9,330
382,1537,23,MQL,2024-12-29,7592,34396,66719,Webinars -> Lead -> Upsell,Position Based,6,118
383,1539,13,Opportunity,2024-10-18,148,9731,70592,SEO -> Lead -> Lead,Position Based,3,15
384,1545,5,Customer,2024-06-07,7097,42588,59152,Influencer -> Lead -> Lead,Last Touch,4,263
385,1546,23,Customer,2024-12-25,1532,23919,99211,Webinars -> Lead -> Opportunity,First Touch,4,197
386,1551,27,Upsell,2024-08-10,2936,33977,70646,SEO -> Lead -> SQL,Last Touch,6,255
387,1552,20,Customer,2024-08-23,4623,29949,39224,Influencer -> Lead -> MQL,First Touch,5,44
388,1557,6,Lead,2024-09-16,266,16774,3720,SEO -> Lead -> Upsell,Linear,7,347
389,1558,7,MQL,2024-10-18,9025,23178,82766,Influencer -> Lead -> SQL,First Touch,8,52
390,1559,18,Opportunity,2024-11-05,8510,23961,66760,Webinars -> Lead -> Upsell,Linear,8,276
391,1563,46,Opportunity,2024-01-16,1042,14700,85356,Social Media -> Lead -> Opportunity,Time Decay,9,228
392,1566,42,Customer,2024-08-07,515,41421,35199,Direct Mail -> Lead -> Opportunity,First Touch,1,191
393,1579,6,Lead,2024-12-17,5360,15771,41873,SEO -> Lead -> Lead,First Touch,7,219
394,1590,44,SQL,2023-12-13,3425,1216,85505,Influencer -> Lead -> Lead,Linear,10,73
395,1593,16,Opportunity,2024-10-07,6132,9700,13600,Paid Search -> Lead -> Upsell,Last Touch,5,239
396,1596,4,MQL,2024-10-07,8670,38809,88893,Email -> Lead -> Upsell,Position Based,5,121
397,1604,37,Lead,2024-11-29,8242,37753,48006,Events -> Lead -> Opportunity,First Touch,1,270
398,1607,31,MQL,2024-07-01,6742,28957,79886,Paid Search -> Lead -> SQL,Position Based,1,91
399,1611,31,Lead,2024-11-25,7647,23116,77049,Paid Search -> Lead -> Customer,Last Touch,7,276
400,1612,36,Customer,2024-09-10,7673,10927,26084,Direct Mail -> Lead -> Opportunity,Time Decay,3,1
401,1618,2,Opportunity,2024-03-17,2497,5485,69645,Direct Mail -> Lead -> SQL,Time Decay,1,168
402,1620,33,SQL,2024-10-09,4638,7132,1865,Display -> Lead -> Upsell,Last Touch,5,360
403,1635,38,Opportunity,2024-06-28,8435,34798,39688,Direct Mail -> Lead -> Customer,Last Touch,8,339
404,1636,45,Customer,2024-11-19,1014,24181,64218,Direct Mail -> Lead -> SQL,Position Based,8,53
405,1637,43,SQL,2024-03-22,8417,38770,72824,Social Media -> Lead -> SQL,Time Decay,8,254
406,1640,26,Opportunity,2023-07-31,7307,49823,78356,SEO -> Lead -> MQL,Time Decay,9,273
407,1643,5,MQL,2024-08-30,5218,41211,55178,Influencer -> Lead -> Opportunity,Position Based,9,111
408,1644,46,MQL,2023-07-29,3954,46392,37211,Social Media -> Lead -> MQL,First Touch,8,118
409,1648,41,Lead,2024-11-14,748,36928,96453,Events -> Lead -> MQL,First Touch,1,105
410,1649,10,MQL,2023-06-24,4309,46681,17091,Social Media -> Lead -> Opportunity,First Touch,9,321
411,1653,41,Lead,2024-05-21,7819,37643,70102,Events -> Lead -> Upsell,Time Decay,8,333
412,1656,14,Upsell,2024-03-11,7403,8540,3906,Social Media -> Lead -> Lead,Position Based,6,162
413,1658,49,Customer,2024-12-20,8277,16385,79380,Display -> Lead -> Upsell,First Touch,4,155
414,1659,39,Upsell,2023-11-21,2678,34522,71514,Content Marketing -> Lead -> Opportunity,Time Decay,8,298
415,1669,43,SQL,2024-10-19,8399,13445,30096,Social Media -> Lead -> MQL,Linear,4,9
416,1670,11,SQL,2024-12-30,2347,37218,73517,Events -> Lead -> Opportunity,Position Based,2,96
417,1673,50,Opportunity,2024-10-11,8378,15885,26602,Influencer -> Lead -> Customer,Time Decay,4,146
418,1675,45,Upsell,2024-10-25,2583,6903,27454,Direct Mail -> Lead -> Lead,Time Decay,3,141
419,1684,20,Upsell,2024-11-22,3491,45999,95406,Influencer -> Lead -> SQL,Position Based,5,116
420,1685,27,Lead,2024-11-01,4320,5077,6873,SEO -> Lead -> SQL,Position Based,5,74
421,1689,9,MQL,2024-04-21,2155,47791,67158,Webinars -> Lead -> Lead,Position Based,10,158
422,1702,3,Lead,2024-12-15,840,39474,77736,Influencer -> Lead -> MQL,Position Based,6,236
423,1703,20,MQL,2024-12-17,4389,5723,71650,Influencer -> Lead -> Customer,Time Decay,7,150
424,1706,28,Customer,2024-12-23,9147,27451,94700,Display -> Lead -> Lead,Last Touch,10,261
425,1709,5,Upsell,2024-08-04,8160,5574,20041,Influencer -> Lead -> Customer,First Touch,9,106
426,1710,19,Opportunity,2024-04-24,5445,12819,55513,Influencer -> Lead -> Customer,Time Decay,1,324
427,1716,30,Opportunity,2024-05-23,2259,7111,34265,Influencer -> Lead -> Customer,Time Decay,9,195
428,1727,48,MQL,2024-08-08,4815,23176,16919,Social Media -> Lead -> MQL,Last Touch,1,131
429,1735,25,Upsell,2024-12-09,198,49764,29434,Direct Mail -> Lead -> Lead,First Touch,2,265
430,1742,43,SQL,2023-11-21,8078,6604,10420,Social Media -> Lead -> Opportunity,Linear,4,294
431,1743,47,Opportunity,2023-10-14,9328,13881,56030,Influencer -> Lead -> Opportunity,Linear,4,123
432,1744,4,Opportunity,2024-10-12,6049,6580,19120,Email -> Lead -> Upsell,Time Decay,10,54
433,1747,43,Upsell,2024-04-19,1794,49558,92175,Social Media -> Lead -> Customer,Position Based,10,235
434,1750,31,SQL,2024-06-11,4942,9611,1015,Paid Search -> Lead -> Lead,First Touch,8,241
435,1753,23,MQL,2024-12-19,3696,15608,96542,Webinars -> Lead -> SQL,Last Touch,8,102
436,1755,12,Opportunity,2023-12-08,2552,47247,40416,Events -> Lead -> Lead,Last Touch,8,129
437,1758,45,SQL,2023-12-11,9184,30142,96008,Direct Mail -> Lead -> Upsell,Linear,1,360
438,1760,5,Customer,2024-09-19,7988,5947,60696,Influencer -> Lead -> SQL,Linear,10,298
439,1763,26,Lead,2023-10-14,428,4097,48481,SEO -> Lead -> Customer,Linear,6,321
440,1776,19,SQL,2024-09-25,1244,27730,96106,Influencer -> Lead -> MQL,Time Decay,1,196
441,1777,11,Upsell,2024-07-20,4551,32222,22583,Events -> Lead -> Upsell,Position Based,10,173
442,1784,45,Customer,2023-12-05,6156,24233,3282,Direct Mail -> Lead -> MQL,Time Decay,10,87
443,1785,4,Lead,2024-11-03,8291,30144,9590,Email -> Lead -> MQL,Time Decay,1,146
444,1790,4,Customer,2024-11-14,6003,28602,84655,Email -> Lead -> MQL,First Touch,2,209
445,1797,6,Upsell,2024-12-18,6179,21558,16317,SEO -> Lead -> Lead,Linear,7,59
446,1808,31,MQL,2024-04-24,9890,9046,26876,Paid Search -> Lead -> SQL,First Touch,6,224
447,1813,16,MQL,2024-10-06,7689,32958,36357,Paid Search -> Lead -> Customer,Last Touch,6,304
448,1814,31,Upsell,2024-09-07,2459,35458,25750,Paid Search -> Lead -> Lead,Time Decay,1,253
449,1815,18,SQL,2024-11-18,5899,33046,16983,Webinars -> Lead -> Customer,Time Decay,6,200
450,1817,23,Lead,2024-12-29,7758,42372,69303,Webinars -> Lead -> Opportunity,Last Touch,10,80
451,1819,7,Opportunity,2024-11-18,9972,32410,7400,Influencer -> Lead -> Lead,First Touch,7,166
452,1825,36,Opportunity,2024-07-03,441,13087,76725,Direct Mail -> Lead -> Opportunity,Time Decay,2,180
453,1826,29,Lead,2024-10-11,8782,33713,79526,Influencer -> Lead -> Upsell,Time Decay,10,218
454,1833,5,Lead,2024-09-21,8022,37872,64867,Influencer -> Lead -> SQL,Last Touch,3,200
455,1841,19,MQL,2024-04-04,8735,17104,78426,Influencer -> Lead -> SQL,Time Decay,3,365
456,1846,14,MQL,2024-08-06,3895,33208,23808,Social Media -> Lead -> SQL,Position Based,6,195
457,1853,28,Lead,2024-12-24,1247,43344,68780,Display -> Lead -> Upsell,First Touch,8,13
458,1855,38,Customer,2024-10-14,8666,585,93549,Direct Mail -> Lead -> MQL,Linear,7,308
459,1856,26,Customer,2023-08-22,3391,34408,24429,SEO -> Lead -> SQL,Linear,3,102
460,1860,8,MQL,2024-03-25,2457,6151,55345,Influencer -> Lead -> Customer,Linear,4,255
461,1868,27,SQL,2024-09-18,3997,37939,80941,SEO -> Lead -> MQL,Last Touch,1,161
462,1870,27,Customer,2024-01-26,898,3720,12460,SEO -> Lead -> Lead,Time Decay,8,94
463,1876,10,Opportunity,2023-09-23,1752,38330,93731,Social Media -> Lead -> MQL,Time Decay,7,189
464,1884,33,Opportunity,2024-11-12,686,42088,75626,Display -> Lead -> Upsell,Position Based,3,242
465,1890,44,MQL,2024-08-04,3192,31810,63990,Influencer -> Lead -> Opportunity,Linear,6,307
466,1891,13,Customer,2024-05-26,7643,5472,1863,SEO -> Lead -> Lead,Time Decay,2,39
467,1895,11,Customer,2024-12-09,4342,29161,21645,Events -> Lead -> Lead,Time Decay,7,361
468,1899,19,Lead,2024-08-25,971,19000,78654,Influencer -> Lead -> MQL,Position Based,4,104
469,1902,32,MQL,2023-02-12,3945,35000,20111,Influencer -> Lead -> SQL,Time Decay,9,84
470,1903,4,Customer,2024-12-05,4150,44331,69711,Email -> Lead -> SQL,Last Touch,5,352
471,1904,45,Upsell,2023-11-13,9992,6069,47396,Direct Mail -> Lead -> Upsell,First Touch,10,116
472,1906,40,Upsell,2023-09-14,5962,38870,35126,Email -> Lead -> Lead,First Touch,4,230
473,1907,7,SQL,2024-10-19,9052,16139,58830,Influencer -> Lead -> Opportunity,Last Touch,9,216
474,1908,4,SQL,2024-11-16,6904,20745,84602,Email -> Lead -> SQL,Time Decay,10,328
475,1912,20,Lead,2024-07-06,1598,8452,64092,Influencer -> Lead -> SQL,Position Based,4,295
476,1915,14,MQL,2024-08-25,4523,34192,85740,Social Media -> Lead -> Upsell,Linear,8,131
477,1916,2,Upsell,2024-07-29,5367,7070,47197,Direct Mail -> Lead -> Opportunity,Last Touch,7,226
478,1919,43,Opportunity,2024-01-04,3318,45773,80037,Social Media -> Lead -> SQL,First Touch,7,103
479,1926,23,SQL,2024-12-30,5986,25560,92859,Webinars -> Lead -> Customer,Linear,7,313
480,1933,16,Upsell,2024-10-27,5437,579,72827,Paid Search -> Lead -> Opportunity,Position Based,4,90
481,1940,46,SQL,2024-07-21,8626,37733,43258,Social Media -> Lead -> Opportunity,First Touch,7,294
482,1944,37,Lead,2024-10-13,1821,19006,7127,Events -> Lead -> Upsell,Last Touch,7,268
483,1952,9,Customer,2024-04-12,7249,18667,12699,Webinars -> Lead -> SQL,Time Decay,2,331
484,1955,37,Opportunity,2024-11-02,1656,44547,83175,Events -> Lead -> Customer,Linear,1,194
485,1961,44,MQL,2024-07-06,5008,4884,40490,Influencer -> Lead -> Upsell,Last Touch,6,11
486,1969,1,Opportunity,2024-08-07,7285,25036,14917,Display -> Lead -> Lead,Last Touch,7,118
487,1970,37,Opportunity,2024-12-28,3214,31678,9690,Events -> Lead -> Upsell,Position Based,10,350
488,1974,29,MQL,2024-11-14,5212,35399,84504,Influencer -> Lead -> Opportunity,Time Decay,4,103
489,1975,42,MQL,2024-09-21,146,45425,6878,Direct Mail -> Lead -> Lead,Last Touch,5,222
490,1978,44,Opportunity,2024-07-20,4551,36265,12151,Influencer -> Lead -> MQL,Last Touch,1,19
491,1979,5,Lead,2024-06-26,3018,8468,82445,Influencer -> Lead -> Lead,Last Touch,8,4
492,1986,28,Lead,2024-12-28,9818,35422,70672,Display -> Lead -> MQL,Last Touch,7,48
493,1987,20,SQL,2024-08-09,9831,17124,14819,Influencer -> Lead -> Opportunity,Linear,2,42
494,1991,45,Opportunity,2023-11-02,8936,3872,76000,Direct Mail -> Lead -> Upsell,Linear,10,325
495,1992,50,MQL,2024-10-10,7689,7263,88903,Influencer -> Lead -> MQL,Position Based,7,109
496,1994,41,Lead,2024-07-09,9498,5517,71219,Events -> Lead -> Customer,First Touch,2,83
