attribution_id,conversion_id,campaign_id,attribution_model,attribution_percentage,attributed_revenue,touchpoint_position,days_from_first_touch,days_from_last_touch,channel_weight,interaction_type
400,80,9,Position Based,0.38,16879.52,1,141,13,0.79,Click
401,81,33,First Touch,0.57,5646.16,8,158,18,0.4,Engagement
402,81,33,Last Touch,0.47,5971.900000000001,4,365,29,0.41,View
403,81,33,Linear,0.84,2931.6600000000003,2,3,20,0.62,Click
404,81,33,Time Decay,0.67,6623.38,10,201,10,0.82,Conversion
405,81,33,Position Based,0.58,1954.4399999999998,10,140,5,0.7,Conversion
406,82,41,First Touch,0.54,15332.16,2,138,10,0.17,Engagement
407,82,41,Last Touch,0.62,3833.04,8,232,25,0.72,Engagement
408,82,41,Linear,0.64,3992.75,3,267,2,0.57,Engagement
409,82,41,Time Decay,0.66,3353.91,2,322,28,0.79,Engagement
410,82,41,Position Based,0.2,7666.08,10,103,27,0.38,Click
411,83,34,First Touch,0.86,21525.12,4,32,16,0.45,Click
412,83,34,Last Touch,0.46,12556.320000000002,9,268,13,0.86,View
413,83,34,Linear,0.16,43947.12,9,219,6,0.21,View
414,83,34,Time Decay,0.9,35426.76,1,102,1,0.46,Engagement
415,83,34,Position Based,0.97,30942.359999999997,8,26,6,0.92,Click
416,84,9,First Touch,0.87,18849.52,2,183,16,0.42,Click
417,84,9,Last Touch,0.29,8928.72,3,56,17,0.41,View
418,84,9,Linear,0.8,44147.56,10,32,22,0.78,Engagement
419,84,9,Time Decay,0.92,26786.160000000003,2,136,1,0.6,Click
420,84,9,Position Based,0.38,32738.640000000003,3,97,8,0.31,Conversion
421,85,6,First Touch,0.15,9495.2,1,136,7,0.96,Conversion
422,85,6,Last Touch,0.26,5103.67,4,125,17,0.84,Click
423,85,6,Linear,0.76,11512.93,9,272,21,0.64,View
424,85,6,Time Decay,0.74,11275.55,8,87,22,0.73,View
425,85,6,Position Based,0.21,11156.859999999999,9,276,14,0.77,Engagement
426,86,40,First Touch,0.49,2641.68,10,85,22,0.9,Engagement
427,86,40,Last Touch,0.79,10016.37,4,118,13,0.12,Conversion
428,86,40,Linear,0.45,3302.1,7,173,8,0.6,Engagement
429,86,40,Time Decay,0.48,9355.949999999999,9,262,27,0.78,Engagement
430,86,40,Position Based,0.17,5503.5,6,139,28,0.43,Conversion
431,87,19,First Touch,0.1,6962.280000000001,6,64,12,0.82,Conversion
432,87,19,Last Touch,0.16,12183.99,6,94,11,0.94,Engagement
433,87,19,Linear,0.54,4552.26,8,97,2,0.52,Engagement
434,87,19,Time Decay,0.48,9773.97,8,51,26,0.51,Engagement
435,87,19,Position Based,0.98,1606.6799999999998,10,280,16,0.55,Conversion
436,88,7,First Touch,0.93,15252.1,6,195,9,0.53,View
437,88,7,Last Touch,0.38,11705.1,10,208,15,0.94,View
438,88,7,Linear,0.49,11705.1,2,241,16,0.97,Click
439,88,7,Time Decay,0.21,12059.800000000001,10,74,15,0.43,View
440,88,7,Position Based,0.29,13833.300000000001,10,272,1,0.28,View
441,89,29,First Touch,0.47,5301.12,6,97,30,0.84,View
442,89,29,Last Touch,0.45,2530.08,3,228,14,0.3,Engagement
443,89,29,Linear,0.28,5301.12,5,307,5,0.67,Engagement
444,89,29,Time Decay,0.56,9276.960000000001,6,237,11,0.53,Conversion
445,89,29,Position Based,0.4,6144.4800000000005,9,48,16,0.29,Click
446,90,5,First Touch,0.49,15022.150000000001,10,249,16,0.69,Engagement
447,90,5,Last Touch,0.83,16114.669999999998,8,238,6,0.38,Conversion
448,90,5,Linear,0.7,5189.47,4,55,27,0.46,View
449,90,5,Time Decay,0.92,22123.530000000002,9,11,22,0.44,Engagement
450,90,5,Position Based,0.48,3550.69,1,140,15,0.86,View
451,91,29,First Touch,0.87,24243.75,3,235,7,0.42,Conversion
452,91,29,Last Touch,0.13,16162.5,1,250,19,0.76,Engagement
453,91,29,Linear,0.16,18425.25,10,209,2,0.32,Click
454,91,29,Time Decay,0.4,22627.5,4,54,29,0.35,View
455,91,29,Position Based,0.91,31355.25,1,164,25,0.44,Engagement
456,92,34,First Touch,0.66,10488.5,6,21,3,0.56,Click
457,92,34,Last Touch,0.67,9535.0,8,193,25,0.76,Engagement
458,92,34,Linear,0.32,2097.7,9,293,13,0.74,View
459,92,34,Time Decay,0.87,3432.6,9,7,21,0.81,Engagement
460,92,34,Position Based,0.44,17544.4,3,354,27,0.86,Engagement
461,93,40,First Touch,0.12,4664.8,7,316,16,0.34,Conversion
462,93,40,Last Touch,0.45,6311.200000000001,10,152,17,0.76,View
463,93,40,Linear,0.29,10152.8,5,266,26,0.35,Engagement
464,93,40,Time Decay,0.51,4802.0,4,65,7,0.39,View
465,93,40,Position Based,0.46,3841.6000000000004,4,116,24,0.9,View
466,94,37,First Touch,0.91,13191.539999999999,2,15,20,0.34,Engagement
467,94,37,Last Touch,0.52,23315.28,7,338,13,0.86,Click
468,94,37,Linear,0.43,8283.060000000001,7,244,21,0.35,Click
469,94,37,Time Decay,0.19,19327.14,2,176,13,0.83,Click
470,94,37,Position Based,0.46,10123.74,4,31,30,0.46,Conversion
471,95,27,First Touch,0.18,15825.18,5,132,10,0.33,Click
472,95,27,Last Touch,0.65,24868.14,9,321,28,0.96,Click
473,95,27,Linear,0.67,15071.6,10,36,3,0.63,Click
474,95,27,Time Decay,0.65,9796.54,8,297,14,0.98,View
475,95,27,Position Based,0.53,23737.77,2,266,17,0.9,Click
476,96,41,First Touch,0.96,5847.93,9,267,3,0.56,Engagement
477,96,41,Last Touch,0.86,2658.15,4,326,13,0.33,View
478,96,41,Linear,0.39,8151.660000000001,4,22,17,0.1,Engagement
479,96,41,Time Decay,0.82,10100.97,3,105,22,0.76,Engagement
480,96,41,Position Based,0.25,3544.2000000000003,4,13,11,0.11,View
481,97,28,First Touch,0.84,2741.04,8,133,17,0.15,Conversion
482,97,28,Last Touch,0.27,1837.08,1,160,12,0.63,Click
483,97,28,Linear,0.33,758.1600000000001,1,177,23,0.65,Engagement
484,97,28,Time Decay,0.59,1924.5600000000002,3,356,7,0.99,View
485,97,28,Position Based,0.86,495.72,7,32,3,0.38,Engagement
486,98,35,First Touch,0.99,8336.52,3,109,18,0.18,Conversion
487,98,35,Last Touch,0.19,19143.12,2,26,28,0.66,Engagement
488,98,35,Linear,0.3,3087.6000000000004,4,144,28,0.47,Conversion
489,98,35,Time Decay,0.72,28714.68,6,45,2,0.56,Click
490,98,35,Position Based,0.6,4631.4,8,87,11,1.0,Click
491,99,45,First Touch,0.31,2466.2,3,51,7,0.56,Engagement
492,99,45,Last Touch,0.34,1849.65,2,57,26,0.99,Conversion
493,99,45,Linear,0.64,4988.45,1,180,9,0.77,Click
494,99,45,Time Decay,0.86,1345.2,10,60,24,0.11,View
495,99,45,Position Based,0.27,4764.25,2,126,11,0.49,Click
496,100,36,First Touch,0.54,4136.0,6,31,13,0.54,View
497,100,36,Last Touch,0.3,1645.0,6,53,7,0.32,Engagement
498,100,36,Linear,0.93,3760.0,2,318,6,0.77,Engagement
499,100,36,Time Decay,0.33,2867.0,9,262,24,0.81,View
500,100,36,Position Based,0.35,3055.0,8,221,3,0.25,View
501,101,32,First Touch,0.69,1052.6399999999999,7,327,12,0.24,Conversion
502,101,32,Last Touch,0.66,2178.7200000000003,1,64,21,0.51,Conversion
503,101,32,Linear,0.7,1836.0,5,341,26,0.49,Conversion
504,101,32,Time Decay,0.96,1909.44,3,35,15,0.84,Engagement
505,101,32,Position Based,0.44,1419.84,3,251,15,0.13,Engagement
506,102,49,First Touch,0.67,18707.22,4,128,13,0.3,View
507,102,49,Last Touch,0.92,15652.98,2,79,27,0.18,Click
508,102,49,Linear,0.35,3054.2400000000002,1,154,13,0.86,View
509,102,49,Time Decay,0.47,13553.189999999999,2,29,6,0.77,Conversion
510,102,49,Position Based,0.45,17561.88,2,258,17,0.41,View
511,103,30,First Touch,0.37,5845.08,5,345,27,0.56,Click
512,103,30,Last Touch,0.51,4870.900000000001,5,310,1,0.29,Click
513,103,30,Linear,0.17,18022.329999999998,10,343,28,0.95,View
514,103,30,Time Decay,0.16,5845.08,6,316,18,0.46,Conversion
515,103,30,Position Based,0.16,38967.200000000004,7,113,2,0.37,Click
516,104,9,First Touch,0.44,22847.94,5,47,10,1.0,Click
517,104,9,Last Touch,0.18,4989.78,9,355,6,0.38,View
518,104,9,Linear,0.58,17595.54,6,281,2,0.5,Conversion
519,104,9,Time Decay,0.34,12605.76,4,284,4,0.49,View
520,104,9,Position Based,0.92,14706.720000000001,4,269,17,0.17,View
521,105,27,First Touch,0.79,5283.59,3,61,6,0.67,View
522,105,27,Last Touch,0.49,1525.16,3,334,4,0.12,View
523,105,27,Linear,0.42,2941.38,5,78,6,0.56,Click
524,105,27,Time Decay,0.69,1960.9199999999998,2,63,20,0.58,Conversion
525,105,27,Position Based,0.46,4902.3,10,112,28,0.32,Engagement
526,106,43,First Touch,0.44,7610.49,9,270,17,0.58,View
527,106,43,Last Touch,1.0,4823.55,8,119,24,0.88,Click
528,106,43,Linear,0.12,6538.59,10,14,23,0.68,Click
529,106,43,Time Decay,0.96,9325.53,4,263,18,0.26,Engagement
530,106,43,Position Based,0.19,9647.1,8,104,16,0.28,Click
531,107,4,First Touch,0.52,22384.02,7,213,30,0.51,Conversion
532,107,4,Last Touch,0.51,36321.24,2,274,17,0.84,Conversion
533,107,4,Linear,0.32,40122.299999999996,3,34,2,0.14,Click
534,107,4,Time Decay,0.28,33364.86,4,277,24,0.79,Engagement
535,107,4,Position Based,0.41,24073.379999999997,1,153,23,0.23,View
536,108,17,First Touch,0.33,143.6,8,238,12,0.97,Conversion
537,108,17,Last Touch,0.68,373.36,2,68,2,0.11,Engagement
538,108,17,Linear,0.39,560.04,2,159,12,0.89,Click
539,108,17,Time Decay,0.81,639.02,2,26,30,0.98,Conversion
540,108,17,Position Based,0.95,236.94,4,327,4,0.44,Click
541,109,35,First Touch,0.25,8438.32,2,343,4,0.16,Click
542,109,35,Last Touch,0.63,34903.96,5,120,1,0.49,Click
543,109,35,Linear,0.91,27616.32,7,113,30,0.35,Conversion
544,109,35,Time Decay,0.96,16876.64,5,312,24,0.59,View
545,109,35,Position Based,0.41,26849.199999999997,2,325,30,0.62,View
546,110,14,First Touch,0.45,11114.62,1,77,6,0.79,Click
547,110,14,Last Touch,0.45,5557.31,2,78,15,0.33,Click
548,110,14,Linear,0.18,9359.68,8,270,15,0.73,View
549,110,14,Time Decay,0.34,21351.77,5,341,24,0.64,View
550,110,14,Position Based,0.6,16086.95,5,311,7,0.91,Engagement
551,111,38,First Touch,0.96,18524.61,5,279,4,0.37,View
552,111,38,Last Touch,0.94,20872.800000000003,9,48,20,0.2,Engagement
553,111,38,Linear,0.35,2870.01,4,59,24,0.81,Click
554,111,38,Time Decay,0.57,23742.81,9,237,27,0.9,Engagement
555,111,38,Position Based,0.37,25047.36,10,113,20,0.79,View
556,112,19,First Touch,0.24,29786.4,3,124,30,0.65,Click
557,112,19,Last Touch,0.19,26145.84,7,216,20,0.22,Conversion
558,112,19,Linear,0.91,31772.16,5,264,13,0.69,View
559,112,19,Time Decay,0.17,13569.359999999999,2,142,23,0.4,View
560,112,19,Position Based,0.83,10921.68,8,251,7,0.91,Engagement
561,113,12,First Touch,0.44,12147.119999999999,2,363,27,0.52,Conversion
562,113,12,Last Touch,0.54,13665.51,4,283,26,0.52,Conversion
563,113,12,Linear,0.84,4723.88,10,197,30,0.88,Engagement
564,113,12,Time Decay,0.12,10460.02,7,59,29,0.21,Conversion
565,113,12,Position Based,0.19,7085.82,4,292,26,0.78,Conversion
566,114,22,First Touch,0.84,32269.96,2,79,23,0.57,Engagement
567,114,22,Last Touch,0.19,5322.88,3,13,14,0.82,Conversion
568,114,22,Linear,0.93,14637.92,1,145,28,0.6,Click
569,114,22,Time Decay,0.6,12974.52,7,49,1,0.48,Click
570,114,22,Position Based,0.33,13307.2,8,315,13,0.25,Conversion
571,115,33,First Touch,0.89,14035.98,8,341,18,0.9,View
572,115,33,Last Touch,0.94,9560.74,3,288,10,0.64,View
573,115,33,Linear,0.9,13222.300000000001,5,286,27,0.94,Engagement
574,115,33,Time Decay,0.75,3051.2999999999997,7,26,12,0.99,Engagement
575,115,33,Position Based,0.86,8950.48,1,106,19,0.69,View
576,116,30,First Touch,0.65,1452.02,6,349,30,0.47,Conversion
577,116,30,Last Touch,0.63,238.94,4,82,4,0.34,Click
578,116,30,Linear,0.76,1268.2199999999998,8,336,18,0.4,Conversion
579,116,30,Time Decay,0.45,1543.9199999999998,10,359,7,0.88,View
580,116,30,Position Based,0.72,1654.2,6,190,19,0.29,Engagement
581,117,4,First Touch,0.84,19430.8,2,131,18,0.57,Engagement
582,117,4,Last Touch,0.85,40318.909999999996,5,6,30,0.23,View
583,117,4,Linear,0.49,22831.19,4,174,28,0.17,Engagement
584,117,4,Time Decay,0.62,27203.120000000003,6,82,24,0.32,Conversion
585,117,4,Position Based,0.32,13601.560000000001,5,250,27,0.42,View
586,118,30,First Touch,0.7,11054.08,8,180,17,0.93,View
587,118,30,Last Touch,0.79,9326.880000000001,8,124,23,0.88,Conversion
588,118,30,Linear,0.95,13126.72,2,306,12,0.84,Click
589,118,30,Time Decay,0.3,8808.72,4,164,11,0.16,View
590,118,30,Position Based,0.48,6908.8,1,43,18,0.56,Click
591,119,39,First Touch,0.71,4161.95,1,269,12,0.67,Engagement
592,119,39,Last Touch,0.11,30734.399999999998,9,84,23,0.35,Conversion
593,119,39,Linear,0.86,11205.25,1,240,4,0.69,Engagement
594,119,39,Time Decay,0.77,17288.100000000002,2,12,5,0.75,Engagement
595,119,39,Position Based,0.85,16647.8,2,56,6,0.89,Engagement
596,120,26,First Touch,0.76,2840.53,5,68,14,0.24,Conversion
597,120,26,Last Touch,0.58,5955.95,6,318,24,0.51,Conversion
598,120,26,Linear,0.76,8063.44,10,327,23,0.36,Conversion
599,120,26,Time Decay,0.47,8521.59,5,259,26,0.63,Engagement
600,120,26,Position Based,0.36,6688.99,4,126,30,0.92,View
601,121,2,First Touch,0.9,2916.5200000000004,5,334,11,0.62,View
602,121,2,Last Touch,0.57,6347.72,1,83,4,0.15,Engagement
603,121,2,Linear,0.88,7033.959999999999,9,297,14,0.3,View
604,121,2,Time Decay,0.27,5061.0199999999995,10,110,7,0.28,Engagement
605,121,2,Position Based,0.48,8492.22,6,189,6,0.91,Engagement
606,122,38,First Touch,0.63,9016.7,10,265,30,0.85,Engagement
607,122,38,Last Touch,0.95,6885.48,4,321,4,0.8,Click
608,122,38,Linear,0.74,2950.92,6,107,25,0.17,View
609,122,38,Time Decay,0.43,4590.320000000001,2,259,19,0.89,View
610,122,38,Position Based,0.32,7213.36,10,296,25,0.18,Click
611,123,35,First Touch,0.3,4179.5,6,237,25,0.23,Click
612,123,35,Last Touch,0.11,10931.0,3,35,9,0.76,Engagement
613,123,35,Linear,0.31,7073.0,8,270,7,0.2,View
614,123,35,Time Decay,0.4,30542.5,3,85,13,0.97,Click
615,123,35,Position Based,0.11,20897.5,3,167,19,0.2,Conversion
616,124,38,First Touch,0.81,786.8000000000001,2,338,5,0.86,Conversion
617,124,38,Last Touch,0.97,1011.5999999999999,6,326,29,0.24,Conversion
618,124,38,Linear,0.24,1461.2,6,74,13,0.72,View
619,124,38,Time Decay,0.96,758.7,4,191,10,0.51,View
620,124,38,Position Based,0.32,1995.1,8,349,22,0.28,Conversion
621,125,4,First Touch,0.63,6889.5,7,8,4,0.88,Click
622,125,4,Last Touch,0.71,25077.780000000002,3,97,9,0.12,Conversion
623,125,4,Linear,0.21,21770.82,2,93,22,0.81,Conversion
624,125,4,Time Decay,0.82,23148.719999999998,2,109,24,0.87,Conversion
625,125,4,Position Based,0.31,14881.320000000002,10,168,17,0.35,Conversion
626,126,34,First Touch,0.72,4254.14,10,209,24,0.5,Conversion
627,126,34,Last Touch,0.57,32486.16,1,50,8,0.23,View
628,126,34,Linear,0.32,27845.28,4,261,8,0.93,Conversion
629,126,34,Time Decay,0.97,13535.9,1,191,12,0.49,Engagement
630,126,34,Position Based,0.95,18176.78,3,93,27,0.5,Conversion
631,127,49,First Touch,0.96,16402.32,9,267,15,0.12,View
632,127,49,Last Touch,0.5,11618.31,10,235,3,0.61,View
633,127,49,Linear,0.63,13668.6,7,249,26,0.27,Click
634,127,49,Time Decay,0.31,16174.509999999998,2,46,20,0.45,Conversion
635,127,49,Position Based,0.27,6150.870000000001,8,119,25,0.44,View
636,128,23,First Touch,0.74,35372.75,1,52,13,0.6,Conversion
637,128,23,Last Touch,0.64,13316.800000000001,6,242,6,0.66,Conversion
638,128,23,Linear,0.68,31627.4,8,67,1,0.55,Click
639,128,23,Time Decay,0.72,40782.7,2,256,1,0.23,View
640,128,23,Position Based,0.84,8739.15,8,138,7,0.34,View
641,129,2,First Touch,0.13,6553.17,6,302,28,0.87,View
642,129,2,Last Touch,0.89,5544.990000000001,3,194,20,0.77,Conversion
643,129,2,Linear,0.9,3864.69,10,200,12,0.58,Conversion
644,129,2,Time Decay,0.67,15962.849999999999,8,135,6,0.13,Engagement
645,129,2,Position Based,0.51,15458.76,10,202,30,0.96,Conversion
646,130,45,First Touch,0.86,6414.24,6,222,15,0.91,Conversion
647,130,45,Last Touch,0.2,20311.760000000002,4,319,27,0.92,Conversion
648,130,45,Linear,0.13,7483.280000000001,8,163,16,0.5,Click
649,130,45,Time Decay,0.29,2939.86,8,9,18,0.13,Engagement
650,130,45,Position Based,0.52,25389.699999999997,5,271,29,0.65,Conversion
651,131,29,First Touch,0.94,12104.4,4,276,30,0.63,Click
652,131,29,Last Touch,0.68,17753.12,1,77,6,0.43,View
653,131,29,Linear,0.25,25419.24,2,244,8,0.12,View
654,131,29,Time Decay,0.44,9280.04,6,308,15,0.34,Conversion
655,131,29,Position Based,0.76,21787.920000000002,7,16,29,0.8,Conversion
656,132,1,First Touch,0.76,2197.44,1,93,9,0.81,View
657,132,1,Last Touch,0.67,3525.06,5,44,8,0.86,Click
658,132,1,Linear,0.83,4394.88,5,346,22,0.23,Conversion
659,132,1,Time Decay,0.32,2792.58,9,49,9,0.55,Click
660,132,1,Position Based,0.13,2472.1200000000003,3,270,10,0.64,Engagement
661,133,3,First Touch,0.29,46612.7,5,39,23,0.7,View
662,133,3,Last Touch,0.47,41215.439999999995,8,19,30,0.37,Conversion
663,133,3,Linear,0.33,47103.36,10,210,30,0.93,Click
664,133,3,Time Decay,0.91,13247.820000000002,5,76,10,0.65,Click
665,133,3,Position Based,0.58,10794.52,4,343,10,0.28,Conversion
666,134,10,First Touch,0.27,1128.15,2,39,21,0.23,View
667,134,10,Last Touch,0.91,1955.46,5,251,29,0.45,Engagement
668,134,10,Linear,0.12,1027.87,1,125,20,0.11,Click
669,134,10,Time Decay,0.39,1278.57,1,170,25,0.59,Conversion
670,134,10,Position Based,0.49,2281.37,5,18,18,0.97,Click
671,135,14,First Touch,0.25,39536.8,1,211,1,0.13,Click
672,135,14,Last Touch,0.27,47938.369999999995,9,263,22,0.54,Engagement
673,135,14,Linear,0.86,28664.179999999997,2,229,16,0.21,Click
674,135,14,Time Decay,0.58,18779.98,7,288,7,0.35,View
675,135,14,Position Based,0.44,24710.5,6,89,5,0.28,View
676,136,32,First Touch,0.12,12219.57,2,97,16,0.53,Click
677,136,32,Last Touch,0.79,15552.18,1,230,7,0.99,Click
678,136,32,Linear,0.5,31474.649999999998,6,144,8,0.7,Conversion
679,136,32,Time Decay,0.64,18884.79,4,305,7,0.26,Conversion
680,136,32,Position Based,0.51,32215.23,7,125,15,0.77,Click
681,137,4,First Touch,0.93,6914.25,6,180,25,0.39,View
682,137,4,Last Touch,0.54,4499.75,6,205,9,0.58,View
683,137,4,Linear,0.6,9438.5,4,21,6,0.59,Conversion
684,137,4,Time Decay,0.97,3182.75,1,283,27,0.73,Conversion
685,137,4,Position Based,0.55,5487.5,9,68,14,0.53,Conversion
686,138,35,First Touch,0.92,41504.64,6,174,24,0.38,Engagement
687,138,35,Last Touch,0.79,16861.260000000002,6,193,15,0.45,Engagement
688,138,35,Linear,0.11,18158.28,5,146,30,0.82,View
689,138,35,Time Decay,0.18,20319.98,9,362,19,0.24,Click
690,138,35,Position Based,0.18,28534.440000000002,5,9,9,0.36,Conversion
691,139,47,First Touch,0.92,13851.0,4,264,13,0.12,Conversion
692,139,47,Last Touch,0.18,26163.000000000004,7,263,19,0.96,Click
693,139,47,Linear,0.3,15774.749999999998,9,277,14,0.45,Conversion
694,139,47,Time Decay,0.92,25393.5,9,271,27,0.29,Conversion
695,139,47,Position Based,0.24,16159.5,4,34,4,0.6,Conversion
696,140,40,First Touch,0.37,13933.710000000001,3,328,20,0.34,Click
697,140,40,Last Touch,0.12,17914.77,10,30,17,0.55,Click
698,140,40,Linear,0.75,9067.97,8,147,8,0.54,Engagement
699,140,40,Time Decay,0.33,21232.32,10,165,19,0.75,Engagement
700,140,40,Position Based,0.94,4644.57,5,158,17,0.33,View
701,141,42,First Touch,0.79,7768.740000000001,5,165,24,0.12,Click
702,141,42,Last Touch,0.89,9674.28,6,299,17,0.81,Engagement
703,141,42,Linear,0.54,7915.320000000001,1,152,10,0.77,View
704,141,42,Time Decay,0.61,8941.38,4,8,11,0.29,Conversion
705,141,42,Position Based,0.13,9967.44,10,318,17,0.69,Click
706,142,13,First Touch,0.91,27216.499999999996,4,76,12,0.17,View
707,142,13,Last Touch,0.15,43640.25,10,329,14,0.65,View
708,142,13,Linear,0.14,5631.0,4,13,27,0.72,Conversion
709,142,13,Time Decay,0.84,13139.000000000002,8,160,29,0.61,Engagement
710,142,13,Position Based,0.65,34255.25,3,119,12,0.54,View
711,143,49,First Touch,0.29,30893.94,2,233,24,0.26,Click
712,143,49,Last Touch,0.64,18723.6,8,170,11,0.82,View
713,143,49,Linear,0.47,25588.92,4,222,23,0.32,View
714,143,49,Time Decay,0.31,5617.08,3,41,23,0.93,Engagement
715,143,49,Position Based,0.46,7177.38,10,224,18,0.21,Engagement
716,144,30,First Touch,0.79,31677.120000000003,6,147,23,0.85,Engagement
717,144,30,Last Touch,0.2,37267.200000000004,3,2,30,0.79,Conversion
718,144,30,Linear,0.26,8850.960000000001,3,260,3,0.44,View
719,144,30,Time Decay,0.65,24689.52,1,303,15,0.36,View
720,144,30,Position Based,0.93,43788.96,9,337,13,0.74,Engagement
721,145,50,First Touch,0.98,15707.57,8,160,30,0.66,Click
722,145,50,Last Touch,0.93,11181.66,6,4,7,0.93,Conversion
723,145,50,Linear,0.3,8253.13,8,290,19,0.7,Conversion
724,145,50,Time Decay,0.52,12512.81,8,184,29,0.42,Conversion
725,145,50,Position Based,0.2,7986.9,2,283,2,0.97,Click
726,146,17,First Touch,0.83,3032.12,8,345,22,0.85,View
727,146,17,Last Touch,0.94,7930.160000000001,10,55,2,0.45,Engagement
728,146,17,Linear,0.39,4314.94,10,322,10,0.61,View
729,146,17,Time Decay,0.7,5831.0,4,136,17,0.44,Conversion
730,146,17,Position Based,0.24,10845.66,5,236,30,0.94,View
731,147,16,First Touch,0.12,47824.0,9,60,24,0.34,View
732,147,16,Last Touch,0.81,47336.0,8,346,22,0.15,Click
733,147,16,Linear,0.48,39040.0,1,305,17,0.9,Click
734,147,16,Time Decay,0.86,19032.0,9,278,27,0.26,View
735,147,16,Position Based,0.48,6344.0,3,363,26,0.85,Engagement
736,148,9,First Touch,0.6,4850.88,5,33,5,0.73,View
737,148,9,Last Touch,0.78,5154.06,1,145,18,0.5,Conversion
738,148,9,Linear,0.48,15462.18,10,185,19,0.36,Click
739,148,9,Time Decay,0.15,15159.0,5,244,5,0.82,Engagement
740,148,9,Position Based,0.76,17584.44,8,193,6,0.7,Engagement
741,149,27,First Touch,0.18,5029.2,5,108,22,0.68,Conversion
742,149,27,Last Touch,0.13,3962.4,7,119,5,0.32,Engagement
743,149,27,Linear,0.52,2819.4,7,119,24,0.42,Conversion
744,149,27,Time Decay,0.99,838.2,9,117,11,0.11,Click
745,149,27,Position Based,0.92,5029.2,3,12,24,0.42,Conversion
746,150,31,First Touch,0.12,13274.82,5,314,21,0.5,Engagement
747,150,31,Last Touch,0.94,3063.42,2,53,24,0.93,View
748,150,31,Linear,0.83,10551.78,4,215,16,0.78,Conversion
749,150,31,Time Decay,0.24,5956.65,9,318,1,0.93,Click
750,150,31,Position Based,0.7,13785.390000000001,3,257,2,0.23,Conversion
751,151,42,First Touch,0.14,8909.38,2,92,13,0.47,View
752,151,42,Last Touch,0.2,14439.339999999998,10,157,29,0.62,Conversion
753,151,42,Linear,0.71,9984.65,6,147,4,0.98,Engagement
754,151,42,Time Decay,0.86,7373.28,4,76,20,0.21,Conversion
755,151,42,Position Based,0.87,7219.669999999999,2,255,20,0.63,Click
756,152,2,First Touch,0.97,4274.05,10,204,22,0.97,Conversion
757,152,2,Last Touch,0.19,5750.54,3,119,16,0.1,Conversion
758,152,2,Linear,0.45,2797.56,3,149,25,0.38,Conversion
759,152,2,Time Decay,0.35,3652.37,3,133,1,0.27,Click
760,152,2,Position Based,0.93,6993.900000000001,1,191,24,0.39,Conversion
761,153,49,First Touch,0.54,18646.76,10,100,5,0.99,Click
762,153,49,Last Touch,0.68,32208.04,9,243,7,0.42,Engagement
763,153,49,Linear,0.22,28393.93,4,211,6,0.28,Click
764,153,49,Time Decay,0.35,28817.72,10,100,7,0.21,Click
765,153,49,Position Based,0.12,27970.140000000003,4,50,21,0.64,View
